title_csv,artist_csv,spotify_song_id,title_db,artist_db,summary,similarity_score,section_snapshot
God Is Able,Hillsong Live,,God Is Able,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.12) for this likely matching song.,0.12,db_chorus=1 5 b6 b3 6m 4 4m b2 1 5 b6 b3 6m 5 4 4m b3 b2 1 5 b6 b3 6m 4 4m b2 1 5 b6 b3 6m 5 4 4m b3 b2 1 5 b6 b3 6m 4 4m b2 1 5 b6 b3 6m 5 4 4m b3 b2 1 5 b6 b3 6m 4 4m b2 1 5 b6 b3 6m 5 4 4m b3 b2 | csv_chorus=1 5 6m 4 1 5 6m 5 4
Healer,Hillsong Live,,Healer,Hillsong United,worship_songs.csv differs in bridge (similarity 0.29) for this likely matching song.,0.29,db_bridge=6m 5 1 6m 5 1 6m 5 1 4 6m 5 | csv_bridge=6m 5 1 6m 5 1 6m 5 1 1 4 4 6m 5 6m 5 1 6m 5 1 6m 5 1 1 4 4 6m 5 6m 5 1 6m 5 1 6m 5 1 1 4 4 6m 5
Heaven And Earth,Hillsong Live,,Heaven And Earth,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=3m 4 1 5 4 1 6m 3m 4 1 5 4 1 6m 5 | csv_chorus=3m 4 1 5 4 1 6m 3m 4 1 5 4 1 6m 5 3m 4 1 5 4 1 6m 3m 4 1 5 4 1 6m 5 3m 4 1 5 4 1 6m 3m 4 1 5 4 1 6m 5
Here In My Life,Hillsong Live,,Here In My Life,Hillsong United,worship_songs.csv differs in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=4 5 6m 4 4 5 6m 4 | csv_bridge=1 2 3m 1
Hosanna,Hillsong Live,5VlojXyAGM1q9ke2ybxrVT,Hosanna,Hillsong UNITED,worship_songs.csv differs in chorus (similarity 0.36) for this likely matching song.,0.36,db_chorus=1/3 4 5 6m 4 6m 5 1/3 4 5 6m 4 5 1 | csv_chorus=1 4 5 6m 5
I Surrender,Hillsong Live,,I Surrender,Hillsong United,worship_songs.csv differs in chorus (similarity 0.38) for this likely matching song.,0.38,db_chorus=6m 1 5 2m 6m 1 5 2m | csv_chorus=6m 1 2m 4
I Surrender,Hillsong Live,,I Surrender,Hillsong United,worship_songs.csv differs in bridge (similarity 0.33) for this likely matching song.,0.33,db_bridge=4 1 5 4 1 5 4 1 5 4 1 5 | csv_bridge=1 5 2 6m 3m 2 1 5 2 6m 3m 2
I Surrender,Hillsong Live,,I Surrender,Hillsong United,worship_songs.csv differs in intro (similarity 0.00) for this likely matching song.,0.00,db_intro=6m 1 5 4 | csv_intro=#4 6 3 2
I Surrender,Hillsong Live,,I Surrender,Hillsong United,worship_songs.csv differs in intro (similarity 0.00) for this likely matching song.,0.00,db_intro=6m 1 5 4 | csv_intro=b3m #4 b2 7
In Control,Hillsong Live,,In Control,Hillsong Worship,worship_songs.csv differs in intro (similarity 0.50) for this likely matching song.,0.50,db_intro=6m 4 1 3m | csv_intro=6m 4 1 3m 6m 4 1 3m
In Control,Hillsong Live,,In Control,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.53) for this likely matching song.,0.53,db_chorus=1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 4 5 6m 1 1 5 6m 5 4 1 5 6m 5 4 | csv_chorus=1 5 6m 5 4 1 5 6m 5 4 4 5 6m 4 5 6m 5 4
Lord Of Lords,Hillsong Live,,Lord Of Lords,Hillsong United,worship_songs.csv differs in intro (similarity 0.07) for this likely matching song.,0.07,db_intro=6m 1 6m 1 5 6m 1 5 4 6m 1 5 4 6m 1 5 4 1 5 6m 4 5 1 6m 1 5 4 6m 1 5 4 4 1 5 6m 4 5 1 4 1 5 6m 4 4 1 5 4 6m 1 5 4 6m 1 5 4 1 5 6m 4 5 1 4 1 5 6m 4 4 1 4 1 5 4 | csv_intro=6m 1 4 6m 1
Love So Great,Hillsong Live,,Love So Great,Hillsong Worship,worship_songs.csv differs in bridge (similarity 0.40) for this likely matching song.,0.40,db_bridge=3m 5 3m 5 3m 5 3m 5 | csv_bridge=3m 5 3m 5 3m 5 3m 5 3m 1 5 3m 1 5 3m 1 5 3m 1 5
No Other Name,Hillsong Live,,No Other Name,Hillsong Worship,worship_songs.csv differs in bridge (similarity 0.50) for this likely matching song.,0.50,db_bridge=1 6m 4 4 6m 4 | csv_bridge=1 6m 4 4 6m 4 1 6m 4 4 6m 4
Nothing Like Your Love,Hillsong Live,6FIU0YaBbX5NTwUsx1V4MI,Nothing Like Your Love,Hillsong UNITED,worship_songs.csv differs in chorus (similarity 0.47) for this likely matching song.,0.47,db_chorus=4 6m 5 3m 4 1 6m 5 4 | csv_chorus=4 6m 5 3m 4 1 6m 5 4 4 6m 5 3m 4 1 6m 5 4 1
Our Father,Hillsong Live,,Our Father,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.30) for this likely matching song.,0.30,db_chorus=4 1 5 4 1 5 4 1 5 6m 5 4 5 | csv_chorus=4 1 5 4 1 5 4 1 5 6m 5 4 5 1 4 1 5 4 1 5 4 1 5 6m 5 4 5 1 4 1 5 4 1 5 4 1 5 6m 5 4 5 1 6m
Peace Has Come,Hillsong Live,,Peace Has Come,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.53) for this likely matching song.,0.53,db_chorus=1 4 5 1 4 5 6m 5 4 5 1 1 2m 1 4 5 5 6m 5 1 2m 1 1 1 4 1 5 6m 5 4 5 | csv_chorus=1 4 b6 5 1 4 b6 5 6m 5 4 5 1 b2 1 1 4 b6 5 1 4 b6 5 6m 5 4 5 1 1 2m 1 5 1 4 1 5 6m 5 4 5 1 4 b6 5 1 4 b6 5 6m 5 4 5 6m 5 4 5 1
Sing To The Lord,Hillsong Live,,Sing To The Lord,Hillsong United,worship_songs.csv differs in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=1 4 5 4 1 5 2m 6m | csv_bridge=b3 b7 b6 b7 b3 b6 b3 b7 4m b6
Thank You,Hillsong Live,,Thank You,Hillsong United,worship_songs.csv differs in chorus (similarity 0.43) for this likely matching song.,0.43,db_chorus=6m 4 1 5 6m 4 5 6m 4 1 5 4 5 6m 4 1 5 6m 4 5 6m 4 1 5 4 5 4 5 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 6m 4 6m 4 1 5 6m 4 5 6m 4 1 5 4 5 4 5 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 6m 4 5 6m 4 5 6m 4 | csv_chorus=6m 4 1 5 6m 4 5 6m 4 1 5 4 5 1 6m 4 1 5 6m 4 5 6m 4 1 5 4 5 4 5 1 4 5 6m 4 5 1 4 5 6m 4
To My Knees,Hillsong Live,,To My Knees,Hillsong Young & Free,worship_songs.csv differs in chorus (similarity 0.24) for this likely matching song.,0.24,db_chorus=1 2m 6m 1 4 1 5 1 2m 6m 1 4 1 5 | csv_chorus=1 2m 6m 5 4 1 5 1 2m 6m 5 4 1 5 1 2m 6m 5 4 1 5 1 2m 6m 5 4 1 5 1 1 2m 6m 5 4 1 5 1 2m 6m 5 4 1 5 1 1 2m 6m 5 4 1 5 1 2m 6m 5 4 1 5 1
Unending Love,Hillsong Live,,Unending Love,Hillsong United,worship_songs.csv differs in chorus (similarity 0.23) for this likely matching song.,0.23,db_chorus=5 6m 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 4 1 5 6m 6m 4 6m 4 1 | csv_chorus=5 6m 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 6m 4 1 5 6m 6m 4 6m 5 6m 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 6m 4 1 5 6m 6m 4 1 1 5 6m 6m 4 1 5 6m 6m 4 1 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 1 5 6m 6m 4 1 5 6m 6m 4 1 1 5 6m 6m 4 1 5 6m 6m 4 1
We Glorify Your Name,Hillsong Live,,We Glorify Your Name,Hillsong Worship,worship_songs.csv differs in bridge (similarity 0.40) for this likely matching song.,0.40,db_bridge=4 1 6m 5 4 4 1 6m 5 4 | csv_bridge=1 5 3m 2 5 1 5 3m 2
Yes I Will,Hillsong Live,,Yes I Will,Hillsong Live,worship_songs.csv differs in bridge (similarity 0.32) for this likely matching song.,0.32,db_bridge=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 6m 4 1 5 6m 4 1 5 6m | csv_bridge=4 1 5 6m 4 1 5 6m
Mighty To Save,Hillsong Church,,Mighty To Save,Hillsong Church,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=5 2 1 5 3m 2 5 2 1 5 3m 2 | csv_chorus=1 5 4 1 6m 5 1 5 4 1 6m 5
Mighty To Save,Hillsong Church,,Mighty To Save,Hillsong Church,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=5 2 1 5 3m 2 5 2 1 5 3m 2 | csv_chorus=1 5 4 1 6m 5 1 5 4 1 6m 5
Cornerstone,Hillsong Chapel,,Cornerstone,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.35) for this likely matching song.,0.35,db_chorus=4 6m 5 4 6m 5 1 4 6m 5 1 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 | csv_chorus=1 4 6m 5 1 4 6m 5 1 4 6m 5 1
It Is Well With My Soul,Hillsong Chapel,,It Is Well With My Soul,Hillsong Chapel,worship_songs.csv differs in chorus (similarity 0.43) for this likely matching song.,0.43,db_chorus=5 1 4 b6 5 1 1 6m 5 1 4 6m 5 1 1 6m 5 1 4 6m 5 1 5 1 4 b6 5 1 | csv_chorus=5 1 4 b6 5 1 5 1 4 b6 5 1
Healer,Hillsong Australia,,Healer,Hillsong United,worship_songs.csv differs in intro (similarity 0.05) for this likely matching song.,0.05,db_intro=1 4 6m 4 | csv_intro=1 4 6m 4 1 1 4 5 1 1 5 6m 4 5 2m 1 4 2m 4 5 1 6m 5 4 4 5 1 6m 5 4 5 4 5 4 4 5 1 4 5 1 1 5 6m 4 5 2m 1 4 2m 4 5 1 6m 5 4 5 4 5 1 6m 5 4 5 4 5 4 5 4 5 4 4 5 1 4 5 1 4 5 1 4 6m 1
Sing To The Lord,Hillsong Australia,,Sing To The Lord,Hillsong United,worship_songs.csv differs in intro (similarity 0.05) for this likely matching song.,0.05,db_intro=1 5 1 | csv_intro=1 5 2m 1 5 2m 4 1 5 2m 4 4 1 4 5 4 5 1 5 6m 5 4 6m 5 4 6m 5 1 5 2m 4 1 5 2m 4 4 1 4 5 4 5 1 5 6m 5 4 6m 5 4 6m 5 1 4 5 4 1 5 2m 4
Sing To The Lord,Hillsong Australia,,Sing To The Lord,Hillsong United,worship_songs.csv differs in pre_chorus (similarity 0.23) for this likely matching song.,0.23,db_pre_chorus=4 1 4 5 4 5 | csv_pre_chorus=4 1 6m 5 4 6m 5 1 4 5 6m 5 4 6m 5 2m 6m 5 1 5 2m 4 1 5 2m 4
Father,Hillsong,,Father,Hillsong United,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=4 6m 1 5 4 6m 1 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 4 6m 1 5 4 6m 1 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 | csv_chorus=4 6m 1 5 4 6m 1 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5
Alive,Hillsong,,Alive,Hillsong Young & Free,worship_songs.csv differs in chorus (similarity 0.20) for this likely matching song.,0.20,db_chorus=6m 1 4 6m 5 6m 1 4 5 1 4 6m 5 6m 1 4 6m 5 | csv_chorus=6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5 6m 1 4 4 6m 5
Alive In Us,Hillsong,,Alive In Us,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.30) for this likely matching song.,0.30,db_chorus=4 6m 5 4 6m 5 4 1 6m 5 4 1 6m 5 1 4 6m 5 1 4 6m 5 4 6m 5 6m 5 | csv_chorus=1 5 3m 2 1 5 3m 2 5 1 3m 2 5 1 3m 2
Always Will,Hillsong,,Always Will,Hillsong United,worship_songs.csv differs in intro (similarity 0.04) for this likely matching song.,0.04,db_intro=6m 4 1 2m 6m 4 1 2m 6m 4 1 2m 6m 4 1 2m 6m 4 1 2m 2 2m 6m 5 2m 6m 5 4 6m 1 5 4 6m 1 5 1 6m 4 1 2m 6m 4 1 2m 6m 4 1 2m 6m 4 1 2m 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 1 6m 4 2 2m 6m 5 2m 6m 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 4 6m 1 5 1 | csv_intro=6m 4 1 2m
Anchor,Hillsong,,Anchor,Hillsong Live,worship_songs.csv differs in chorus (similarity 0.53) for this likely matching song.,0.53,db_chorus=4 1 2m 6m 5 4 6m 5 4 | csv_chorus=4 1 2m 6m 5 4 6m 5 4 4 1 2m 6m 5 4 6m 5
Anchor,Hillsong,,Anchor,Hillsong Live,worship_songs.csv differs in chorus (similarity 0.53) for this likely matching song.,0.53,db_chorus=4 1 2m 6m 5 4 6m 5 4 | csv_chorus=4 1 2m 6m 5 4 6m 5 4 4 1 2m 6m 5 4 6m 5
Arrival,Hillsong,,Arrival,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.29) for this likely matching song.,0.29,db_chorus=6m 4 1 b6 5 6m 4 1 b6 5 1 4 1 5 6m 4 b6 5 1 4 1 b6 5 5 6m 4 1 b6 5 6m 4 1 b6 5 1 4 1 5 6m 4 b6 5 4 5 6m 4 1 b6 5 5 6m 4 1 b6 5 6m 4 1 b6 5 1 4 1 5 6m 4 b6 5 1 4 1 b6 5 6m 4 1 b6 5 | csv_chorus=6m 4 1 5 6m 4 1 5 1 4 5 5 6m 4 1 5 1 1 5 1 5 1 5
At The Cross,Hillsong,,At The Cross,Hillsong United,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 6m 4 5 1 6m 4 5 6m 1 4 5 6m 1 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 6m 1 4 5 6m 1 4 5 | csv_chorus=1 6m 1 4 5 1 6m 1 4 5
Beautiful Exchange,Hillsong,,Beautiful Exchange,Hillsong Live,worship_songs.csv differs in intro (similarity 0.25) for this likely matching song.,0.25,db_intro=6m 1 4 1 6m 1 4 1 6m 1 4 1 | csv_intro=6m 5 4 1
Cry Of The Broken,Hillsong,,Cry Of The Broken,Hillsong Live,worship_songs.csv differs in chorus (similarity 0.44) for this likely matching song.,0.44,db_chorus=1 3m 5 2 1 3m 5 1 2 1 3m 5 2 1 3m 5 1 2 | csv_chorus=4 6m 1 5 4 6m 1 4 5 4 6m 1 5 4 6m 1 4 5
Everyday,Hillsong,,Everyday,Hillsong,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=5 1 3m 2 5 1 3m 2 5 1 3m 2 | csv_chorus=5 1 3m 2 5 1 3m 2 5 1 3m 2 1 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 1 1 3m 2 5 1 3m 2 5 1 3m 2 5 1 3m 2 1 1 3m 2
Exceeding Joy,Hillsong,,Exceeding Joy,Hillsong Live,worship_songs.csv differs in chorus (similarity 0.17) for this likely matching song.,0.17,db_chorus=1 b7 4 1 b7 4 1 2m 1 5 2m 1 5 1 1 4 2m b6 5 1 5 4 1 b7 4 1 b7 4 1 2m 1 5 2m 1 5 1 1 4 2m b6 5 1 b7 4 1 b7 4 1 2m 1 5 2m 1 5 1 1 4 2m 4 1 1 4 2m 4 2m 4 2m b6 5 1 5 4 1 5 4 1 | csv_chorus=1 5m 4 1 5m 4 2m 5 2m 5 1 6m 4 2m 5 1
For Who You Are,Hillsong,,For Who You Are,Hillsong United,worship_songs.csv differs in chorus (similarity 0.27) for this likely matching song.,0.27,db_chorus=1 4 6m 5 4 | csv_chorus=6m b6 4 b6 6m b6 4 1 4 b6 4 1 4 b6 4
Forever,Hillsong,,Forever,Hillsong United,worship_songs.csv differs in intro (similarity 0.13) for this likely matching song.,0.13,db_intro=1 1 4 6m 5 1 1 4 6m 5 1 1 4 6m 5 2m 1 5 2m 1 5 b7 4 5 b7 2m 1 4 5 5 4 6m 5 5 5 4 6m 5 | csv_intro=1 1 4 6m 5
Glorious Ruins,Hillsong,,Glorious Ruins,Hillsong Live,worship_songs.csv differs in pre_chorus (similarity 0.25) for this likely matching song.,0.25,db_pre_chorus=4 1 6m 5 4 6m 1 5 | csv_pre_chorus=5 2 7m 6 5 7m 2 6
Glory,Hillsong,,Glory,Hillsong United,worship_songs.csv differs in pre_chorus (similarity 0.32) for this likely matching song.,0.32,db_pre_chorus=4 1 6m 5 4 1 2 2 4 1 6m 4 6m 5 1 4 1 4 1 4 6m 4 | csv_pre_chorus=4 1 6m 5 4 1 2m 4
God of All Creation,Hillsong,,God Of All Creation,Hillsong United,worship_songs.csv differs in bridge (similarity 0.00) for this likely matching song.,0.00,db_bridge=1 2 3m b3 1 b3 | csv_bridge=4 5 6m 4 5 6m 4 5 6m 4 b6
Hear Our Praises,Hillsong,,Hear Our Praises,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.30) for this likely matching song.,0.30,db_chorus=1 5 4 6m 3m 4 5 1 5 4 6m 3m 4 5 1 b2 1 b2 1 5 4 6m 3m 4 5 1 5 4 6m 3m 4 5 1 5 4 6m 3m 4 5 1 5 4 6m 3m 4 5 | csv_chorus=1 5 4 6m 3m 4 b6 5 1 5 4 6m 3m 4 b6 5
Here Now (Madness),Hillsong,,Here Now Madness,Hillsong United,worship_songs.csv differs in chorus (similarity 0.09) for this likely matching song.,0.09,db_chorus=6m 5 1 2m 6m 5 1 1 4 5 6m 2m 1 b6 5 4 5 6m 1 4 5 6m 1 2m 6m 6m 5 1 2m 6m 5 1 1 4 5 6m 2m 1 b6 5 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 1 | csv_chorus=3m 2 5 6m 3m 2 5 2 1 2 3m 6m 5 b3 2
How great is our God,Hillsong,,How Great Is Our God,Hillsong United,worship_songs.csv differs in chorus (similarity 0.29) for this likely matching song.,0.29,db_chorus=1 1 6m 4 b6 | csv_chorus=1 1 6m 6m 4 5 1 1 1 6m 6m 4 5 1
King of Majesty,Hillsong,,King Of Majesty,Hillsong United,worship_songs.csv differs in intro (similarity 0.52) for this likely matching song.,0.52,db_intro=1 4 5 4 1 6m 5 4 1 6m 5 4 1 4 6m 4 1 6m 5 4 1 4 6m 4 5 6m 5 6m 5 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 | csv_intro=1 4 5 4 1 6m 5 4 1 6m 5 4 1 4 6m 4 1 6m 5 4 1 4 6m 4
King of Majesty,Hillsong,,King Of Majesty,Hillsong United,worship_songs.csv differs in intro (similarity 0.52) for this likely matching song.,0.52,db_intro=1 4 5 4 1 6m 5 4 1 6m 5 4 1 4 6m 4 1 6m 5 4 1 4 6m 4 5 6m 5 6m 5 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 | csv_intro=1 4 5 4 1 6m 5 4 1 6m 5 4 1 4 6m 4 1 6m 5 4 1 4 6m 4
Love On The Line,Hillsong,,Love On The Line,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=1 5 6m 4 1 5 6m 4 | csv_chorus=1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4
Magnificent,Hillsong,,Magnificent,Hillsong United,worship_songs.csv differs in chorus (similarity 0.06) for this likely matching song.,0.06,db_chorus=1 5 1 3m 6m 1 5 2 3m 6m 2 1 6m 5 b3 2 1 5 1 3m 6m 1 5 2 3m 6m 2 1 6m 5 b3 2 1 5 1 3m 6m 1 5 2 3m 6m 2 1 6m 5 b3 2 | csv_chorus=4 2m 5m 1 4 2m 5m 1 b7 5m 4 1
My Life Is In You Lord,Hillsong,,My Life Is In You Lord,Hillsong,worship_songs.csv differs in chorus (similarity 0.45) for this likely matching song.,0.45,db_chorus=1 6m 4 1 5 | csv_chorus=1 5 1 6m 5 6m 4 5 4 1 5
My Redeemer Lives,Hillsong,,My Redeemer Lives,"Hillsong Worship, Shout To The Lord Platinum 1",worship_songs.csv differs in chorus (similarity 0.45) for this likely matching song.,0.45,db_chorus=4 5 1 4 6m 5 1 4 6m 5 | csv_chorus=5 4 5 1 4 6m 1 4 6m 1 4 6m 1 4 6m b7 4 1 2m 1
Power of Your Love,Hillsong,,Power Of Your Love,Hillsong United,worship_songs.csv differs in chorus (similarity 0.48) for this likely matching song.,0.48,db_chorus=4 6m 5 2m 1 1 4 6m 5 1 2m 1 4 6m 5 2m 1 5 6m 5 4 5 4 1 | csv_chorus=4 6m 5 4 1 5 4 6m 5 1 2m 1 4 6m 5 4 1 5 6m 5 4 5 4 1 4 6m 5 4 1 5 4 6m 5 1 2m 1 4 6m 5 4 1 5 6m 5 4 5 4 1
Prince of Heaven,Hillsong,,Prince Of Heaven,Hillsong Worship,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1 | csv_chorus=4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1
Remembrance,Hillsong,,Remembrance,Hillsong Worship,worship_songs.csv differs in intro (similarity 0.00) for this likely matching song.,0.00,db_intro=1 2m 4 6m 5 4 1 2m 4 6m 5 4 1 | csv_intro=b6 b7m b2 4m b3 b2 b6 b7m b2 4m b3 b2
Run,Hillsong,,Run,Hillsong United,worship_songs.csv differs in chorus (similarity 0.00) for this likely matching song.,0.00,db_chorus=b3 b7 1m b6 b3 4m 1m b6 b3 b7 1m 6 b3 4m 1m b6 b3 b7 1m b6 b3 b7 b3 b6 b3 b7 1m b6 b3 4m 1m b6 b3 b7 1m b6 b3 b7 b3 b6 | csv_chorus=1 5 6m 4 1 5 1 4 6m 1 5 6m 4 1 5 1 4 6m
Savior King,Hillsong,,Savior King,Hillsong United,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=6m 4 1 5 6 6m 4 2m 5 1 6m 5 1 6m 4 1 5 6 6m 4 2m 5 1 6m 5 1 1 6m 5 1 1 6m 5 1 1 6m 5 1 1 6m 5 1 1 6m 5 1 1 6m 5 1 1 6m 5 1 6m 4 1 5 6 6m 4 2m 5 6m 4 1 5 6 6m 4 2m 5 1 6m 5 1 | csv_chorus=1 4 1 5 5 1 4 2m 5 1 6m 5 1 1 1 5 1 1 1 5 1 1 1 5 1
Seasons,Hillsong,,Seasons,Hillsong Worship,worship_songs.csv differs in pre_chorus (similarity 0.00) for this likely matching song.,0.00,db_pre_chorus=1 | csv_pre_chorus=4
Sinking Deep,Hillsong,,Sinking Deep,Hillsong Young & Free,worship_songs.csv differs in chorus (similarity 0.31) for this likely matching song.,0.31,db_chorus=2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 | csv_chorus=2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1
Sinking Deep,Hillsong,,Sinking Deep,Hillsong Young & Free,worship_songs.csv differs in chorus (similarity 0.31) for this likely matching song.,0.31,db_chorus=2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 | csv_chorus=2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1
Sinking Deep,Hillsong,,Sinking Deep,Hillsong Young & Free,worship_songs.csv differs in chorus (similarity 0.31) for this likely matching song.,0.31,db_chorus=2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 | csv_chorus=2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1 2m 6m 1 5 2m 6m 5 2m 6m 1 5 4 1
Still,Hillsong,,Still,Hillsong United,worship_songs.csv differs in chorus (similarity 0.25) for this likely matching song.,0.25,db_chorus=1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 4 1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 4 1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 1 1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 4 | csv_chorus=1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 4
Still,Hillsong,,Still,Hillsong United,worship_songs.csv differs in chorus (similarity 0.22) for this likely matching song.,0.22,db_chorus=1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 4 1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 4 1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 1 1 4 5 b2 1 4 5 6m 1 4 5 b2 1 5 4 5 4 | csv_chorus=1 4 5 1 1 4 3 6m b7 1 4 5 1 1 4 5 1
Thank You Lord,Hillsong,,Thank You Lord,Hillsong Live,worship_songs.csv differs in chorus (similarity 0.50) for this likely matching song.,0.50,db_chorus=1 1 4 5 1 4 1 4 1 4 1 1 1 4 5 1 4 1 4 1 4 1 | csv_chorus=1 4 2m 3m 4 5 1 4 1 4 1 4 1
This Is Our God,Hillsong,,This Is Our God,Hillsong United,worship_songs.csv differs in chorus (similarity 0.30) for this likely matching song.,0.30,db_chorus=1 5 7m 3m 1 5 7m 3m 1 2 | csv_chorus=3m 4 2m 5 3m 4
Touch The Sky,Hillsong,,Touch The Sky,Hillsong United,worship_songs.csv differs in chorus (similarity 0.33) for this likely matching song.,0.33,db_chorus=1 4 1 6m 5 1 4 1 6m 5 1 4 6m 5 1 4 1 6m 5 1 4 1 6m 5 | csv_chorus=1 4 1 6m 1 4 1 5
Touch The Sky,Hillsong,,Touch The Sky,Hillsong United,worship_songs.csv differs in bridge (similarity 0.42) for this likely matching song.,0.42,db_bridge=1 4 5 6m 1 4 5 6m | csv_bridge=1 4 5 6m 1 4 5 6m 1 4 5 6m 1 4 5 6m 4 1 5
Trust In You,Hillsong,,Trust In You,Hillsong United,worship_songs.csv differs in intro (similarity 0.31) for this likely matching song.,0.31,db_intro=1 b2 1 1 6m 4 1 6m 4 1 6m 4 1 | csv_intro=6m 1 5 6m 1 5
We Have a Savior,Hillsong,,We Have A Savior,Hillsong Worship,worship_songs.csv differs in intro (similarity 0.50) for this likely matching song.,0.50,db_intro=1 6m 5 1 | csv_intro=1 4 1 4
You Saw Me,Hillsong,,You Saw Me,Hillsong United,worship_songs.csv differs in intro (similarity 0.10) for this likely matching song.,0.10,db_intro=1 5 1 5 1 5 1 5 1 5 3m 2 1 5 1 5 1 5 3m 2 1 5 1 2 5 2 3m 1 5 2 3m 1 2 3m 1 5 2 3m 1 | csv_intro=1 5 1 5
