title,artist,song_key,reason
Manda Señor,Jesús Adrián Romero,G,missing_chords
Mas Que Vencedor,Jesús Adrián Romero,Gm,missing_chords
Me Dice Que Me Amas,Jesús Adrián Romero,G,missing_chords
Me Has Atraido Jesus,Jesús Adrián Romero,G,missing_chords
Mi Amado Jesús,Jesús Adrián Romero,G,missing_chords
Mi Cristo Vive,Jesús Adrián Romero,Gm,missing_chords
Mi Día,Jesús Adrián Romero,E,missing_chords
Mi Entorno,Jesús Adrián Romero,Fm,missing_chords
Mi Jesus Mi Amado,Jesús Adrián Romero,Bb,missing_chords
Mi Jesus Mi Amado,Jesús Adrián Romero,F,missing_chords
Mi Regalo,Jesús Adrián Romero,Bb,missing_chords
Mi Vida Te Daré,Jesús Adrián Romero,Gm,missing_chords
Nada Temo Del Mañana,Jesús Adrián Romero,A,missing_chords
No A Nosotros,Jesús Adrián Romero,A,missing_chords
No Es Como Yo,Jesús Adrián Romero,A,missing_chords
No Me Daba Cuenta,Jesús Adrián Romero,Ab,missing_chords
No Merecía Tanto Amo,Jesús Adrián Romero,G,missing_chords
No Salió El Sol,Jesús Adrián Romero,D,missing_chords
Paz En La Tormenta,Jesús Adrián Romero,G,missing_chords
Pegado A Ti,Jesús Adrián Romero,Dm,missing_chords
Poderoso,Jesús Adrián Romero,G,missing_chords
Por Un Instante De Tu Amor,Jesús Adrián Romero,A,missing_chords
Porque Digno Eres,Jesús Adrián Romero,C,missing_chords
Portador De Tu Gloria,Jesús Adrián Romero,G,missing_chords
Preciosa Sangre,Jesús Adrián Romero,Gm,missing_chords
Prefiero A Cristo,Jesús Adrián Romero,G,missing_chords
Qué Dirías,Jesús Adrián Romero,Db,missing_chords
Que Se Trata De Tí,Jesús Adrián Romero,G,missing_chords
Que Seas Mi Universo,Jesús Adrián Romero,G,missing_chords
Queremos Ver,Jesús Adrián Romero,G,missing_chords
Razones Pa Vivir,Jesús Adrián Romero,Fm,missing_chords
Renuevame,Jesús Adrián Romero,D,missing_chords
Renuevo Espiritual,Jesús Adrián Romero,A,missing_chords
Santo,Jesús Adrián Romero,G,missing_chords
Se Desbaratan Mis Sueños,Jesús Adrián Romero,Bb,missing_chords
Sentado En Su Trono,Jesús Adrián Romero,G,missing_chords
Si Hubiera Estado Allí,Jesús Adrián Romero,G,missing_chords
Soy Nueva Creatura,Jesús Adrián Romero,Em,missing_chords
Soy Una Saeta,Jesús Adrián Romero,Am,missing_chords
Sumérgeme,Jesús Adrián Romero,C,missing_chords
Tal Como Soy,Jesús Adrián Romero,G,missing_chords
Tal Como Soy Seor,Jesús Adrián Romero,G,missing_chords
Te Invito A Cantar,Jesús Adrián Romero,D,missing_chords
Te Vengo A Bendecir,Jesús Adrián Romero,E,missing_chords
Te Veo,Jesús Adrián Romero,G,missing_chords
Temprano Yo Te Buscaré,Jesús Adrián Romero,G,missing_chords
Tengo Hambre De Tí,Jesús Adrián Romero,A,missing_chords
Tiene Tu Color,Jesús Adrián Romero,C,missing_chords
Toda Gloria Y Majestad,Jesús Adrián Romero,E,missing_chords
Todo Me Habla De Dios,Jesús Adrián Romero,Em,missing_chords
Toma Mis Lágrimas,Jesús Adrián Romero,D,missing_chords
Traemos Hoy Ante Tu Altar,Jesús Adrián Romero,E,missing_chords
Tu Amor Es Mi Energía,Jesús Adrián Romero,A,missing_chords
Tu Bandera,Jesús Adrián Romero,D,missing_chords
Tu Mirada,Jesús Adrián Romero,G,missing_chords
Tu Nos Creaste,Jesús Adrián Romero,A,missing_chords
Un Destello De Tu Gloria,Jesús Adrián Romero,A,missing_chords
Un Minuto En Tu Presencia,Jesús Adrián Romero,C,missing_chords
Venimos Ante Tí Señor,Jesús Adrián Romero,E,missing_chords
Down In The Valley,Jerry Davision,G,missing_chords
Dreadful Wind And Rain,Jerry Davision,E,missing_chords
Fair Ellender,Jerry Davision,G,missing_chords
Louis Collins,Jerry Davision,G,missing_chords
Off To Sea Once More,Jerry Davision,Dm,missing_chords
Fall Afresh,Jeremy Riddle,G,missing_chords
Exalt The Lord Our God,Jeremy Camp,Gm,missing_chords
Give Me Jesus,Jeremy Camp,C,missing_chords
Give Me Jesus,Jeremy Camp,G,missing_chords
I Know Your Calling,Jeremy Camp,G,missing_chords
I Wait For The Lord,Jeremy Camp,Em,missing_chords
In Your presence,Jeremy Camp,Em,missing_chords
Jesus Saves,Jeremy Camp,A,missing_chords
Not Ashamed,Jeremy Camp,C,missing_chords
One Day At A Time,Jeremy Camp,Am,missing_chords
Take My life,Jeremy Camp,C,missing_chords
Tell The Whole World,Jeremy Camp,G,missing_chords
The Way,Jeremy Camp,E,missing_chords
Trust In You,Jeremy Camp,E,missing_chords
Lay It Down,Jennifer Knapp,G,missing_chords
Hosanna au plus haut des cieux,Jean Jean,G,missing_chords
Hosanna au plus haut des cieux,Jean Jean,D,missing_chords
How Long,Jaye Thomas,Am,missing_chords
There Is None Like You,Javen,D,missing_chords
Burning in the Sky,Jason Upton,Am,missing_chords
Dying Star,Jason Upton,Bm,missing_chords
Father Of The Fatherless,Jason Upton,C,missing_chords
Gideon,Jason Upton,G,missing_chords
Joshua,Jason Upton,G,missing_chords
Not Ashamed,Jason Upton,Em,missing_chords
One Reason (Apple Of His Eye),Jason Upton,Em,missing_chords
Poverty,Jason Upton,D,missing_chords
Psalm 23,Jason Upton,Bm,missing_chords
Road to Emmaus,Jason Upton,Bm,missing_chords
A Way To See In The Dark,Jason Gray,C,missing_chords
Blessed Be,Jason Gray,D,missing_chords
Thank You For Not Forgetting Me,Jason Gray,G,missing_chords
Without Running Away,Jason Gray,C,missing_chords
He Wont Leave You There,Jason Crabb,,missing_chords
If I Were You,Jason Castro,D,missing_chords
Closer,Jars of Clay,D,missing_chords
Good Monsters,Jars of Clay,D,missing_chords
Jesus Blood Never Failed Me Yet,Jars of Clay,Am,missing_chords
Little Drummerboy,Jars of Clay,D,missing_chords
Little Drummerboy,Jars of Clay,E,missing_chords
Love Came Down At Christmas,Jars of Clay,D,missing_chords
Mirrors And Smoke,Jars of Clay,D,missing_chords
My Heavenly,Jars of Clay,F,missing_chords
Oh My God,Jars of Clay,Am,missing_chords
Scenic Route,Jars of Clay,A,missing_chords
Show Your Love,Jars of Clay,F,missing_chords
Something Beautiful,Jars of Clay,Em,missing_chords
The Valley Song,Jars of Clay,A,missing_chords
There Might Be A Light,Jars of Clay,A,missing_chords
These Ordinary Days,Jars of Clay,C,missing_chords
They'll Know We Are Christians,Jars of Clay,Dm,missing_chords
amazing grace,Jar of clay,B,missing_chords
Benediction,Jar of clay,C,missing_chords
Benediction,Jar of clay,Eb,missing_chords
God Be Merciful To Me,Jar of clay,C,missing_chords
Fixin My Eyes On You,Jana Alayra,C,missing_chords
Jesus You're My Firm Foundation,Jamie Harvill,E,missing_chords
Beautiful Day,Jamie Grace,D,missing_chords
Born Tonight,Jamie Grace,G,missing_chords
Come To Me,Jamie Grace,G,missing_chords
Party Like A Princess,Jamie Grace,Em,missing_chords
Ready To Fly Averys Song,Jamie Grace,D,missing_chords
Anywhere Like Heaven,James Taylor,G,missing_chords
There we are,James Taylor,C,missing_chords
Avek Ou,James Smith Alcindor,G,missing_chords
In Unity and Peace,"James J. Chepponis, b. 1956",G,missing_chords
Taste And See,James E Moore Jr,F,missing_chords
Smile When You Call Me That,Jakob Dylan,C,missing_chords
Father,Jadon Lavik,C,missing_chords
Doctor My Eyes,Jackson Browne,G,missing_chords
For Everyman,Jackson Browne,D,missing_chords
Fountain Of Sorrow,Jackson Browne,Dm,missing_chords
In The Shape Of A Heart,Jackson Browne,E,missing_chords
Love Needs A Heart,Jackson Browne,C,missing_chords
The Rebel Jesus,Jackson Browne,D,missing_chords
The Times Youve Come,Jackson Browne,F,missing_chords
Under A Falling Sky,Jackson Browne,E,missing_chords
Jesus What A Friend Of Sinners,J Wilbur Chapman,F,missing_chords
Arms Of Love,Kutless,G,missing_chords
Carry Me To The Cross,Kutless,G,missing_chords
Changing World,Kutless,Ab,missing_chords
Guiding Me Home,Kutless,Dm,missing_chords
Legacy,Kutless,E,missing_chords
Let You In,Kutless,Db,missing_chords
Million Dollar Man,Kutless,D,missing_chords
Take Me In To The Holy Of Holies,Kutless,Em,missing_chords
This Is Love,Kutless,G,missing_chords
We Fall Down,Kutless,D,missing_chords
You,Kutless,Am,missing_chords
Pass It On,Kurt Kaiser,C,missing_chords
The Lord Whom We Love,Kurt Kaiser,G,missing_chords
All My Devotion,Kristene Mueller,E,missing_chords
Homeward Bound,Kristene Mueller,G,missing_chords
It is Well,Kristene DiMarco,G,missing_chords
Dreammaker,Kosmos Express,E,missing_chords
All My Friends,Kodaline,A,missing_chords
When You Fall,Kirk Franklin,Am,missing_chords
Why We Sing,Kirk Franklin,D,missing_chords
A Little Bit Of Emotion,Kinks,C,missing_chords
A Rock Roll Fantasy,Kinks,F,missing_chords
All Day And All Of The Night,Kinks,F,missing_chords
Australia,Kinks,C,missing_chords
Big Sky,Kinks,D,missing_chords
Black Messiah,Kinks,C,missing_chords
All Creatures,Kings Kaleidoscope,E,missing_chords
Be Thou My Vision,Kings Kaleidoscope,G,missing_chords
Be Thou My Vision,Kings Kaleidoscope,A,missing_chords
Come Thou Fount,Kings Kaleidoscope,E,missing_chords
Dreams,Kings Kaleidoscope,G,missing_chords
What Wonderous Love Is This?,Kings Kaleidoscope,Em,missing_chords
Christ The Rock,Kim Walker-Smith & Skyler Smith,Bm,missing_chords
Beauty Of Your Presence,Kim Walker-Smith,F,missing_chords
Carol Of The Bells,Kim Walker-Smith,Bm,missing_chords
Make Me A Servant,Killy Willard,G,missing_chords
Oh church arise,Kieth Getty,G,missing_chords
Banner,Kevin Prosch,E,missing_chords
Show Your Power,Kevin Prosch,G,missing_chords
So Come,Kevin Prosch,G,missing_chords
Mannurangum Raavil [Malayalam Carol Song],Kester,E,missing_chords
Praise The Name Of Jesus,Kent Henry,C,missing_chords
"Lord, We Come to Hear Your Word","Kenneth A. Puls, Drew Hodge",B,missing_chords
Fill My Eyes,Ken Chant,C,missing_chords
Cares Chorus,Kelly Willard,C,missing_chords
Cares Chours,Kelly Willard,C,missing_chords
Make Me A Servant,Kelly Willard,G,missing_chords
Asleep In The Light,Keith Green,A,missing_chords
Dear John Letter To The Devil,Keith Green,A,missing_chords
Grace By Which I Stand,Keith Green,Em,missing_chords
I Want To Be More Like Jesus,Keith Green,A,missing_chords
My Eyes Are Dry,Keith Green,A,missing_chords
Open Your Eyes,Keith Green,F,missing_chords
Psalm 23,Keith Green,Em,missing_chords
Romans Vii,Keith Green,D,missing_chords
Rushing Wind,Keith Green,D,missing_chords
Rushing Wind,Keith Green,C,missing_chords
Scripture Song Medley,Keith Green,A,missing_chords
Surely Goodness And Mercy,Keith Green,E,missing_chords
The Lord Is My Shepherd 23Rd Psalm,Keith Green,G,missing_chords
Trials Turned To Gold,Keith Green,D,missing_chords
Fullness Of Grace,Keith Getty,Dm,missing_chords
Resurrection Hymn,Keith Getty,C,missing_chords
The Communion Hymn,Keith Getty,C,missing_chords
The Communion Hymn,Keith Getty,C,missing_chords
When Trials Come,Keith Getty,D,missing_chords
Holy Spirit Living Breath Of God,Keith Getty,D,missing_chords
Holy Spirit Living Breath Of God,Keith Getty,D,missing_chords
"Holy Spirit, living Breath of God",Keith Getty,D,missing_chords
Speak O Lord,Keith Getty,C,missing_chords
He will hold me fast,Keith and Kristyn Getty,A,missing_chords
He will hold me fast,Keith and Kristyn Getty,Bb,missing_chords
Asleep In The Light,Keith,G,missing_chords
My Eyes Are Dry,Keith,G,missing_chords
One Chance,Kay Chance,Am,missing_chords
Come To Me,Kari Jobe,F,missing_chords
My Beloved,Kari Jobe,G,missing_chords
Alles Geb Ich Dir,Kari Jobe,D,missing_chords
Bello,Kari Jobe,D,missing_chords
Canto Del Apocalipsis,Kari Jobe,D,missing_chords
Come To Me,Kari Jobe,E,missing_chords
Come To you,Kari Jobe,E,missing_chords
Communion,Kari Jobe,C,missing_chords
Digno Y Santo,Kari Jobe,D,missing_chords
Here,Kari Jobe,Bm,missing_chords
Holy Spirit,Kari Jobe,E,missing_chords
Jesus Lover Of My Soul,Kari Jobe,A,missing_chords
Que Bello Amor,Kari Jobe,Ab,missing_chords
Sandyland,Karen Lafferty,C,missing_chords
Seek ye First,Karen Lafferty,C,missing_chords
Daivam pirakkunnu (Malayalam Christmas Song),K J Yesudas,D,missing_chords
Pulkudilil kalthottiyil (Malayalam Christian Song),K J Yesudas,G,missing_chords
Yahoodiyayile Oru Gramathil (Malayalam Chitstmas Song),K J Yesudas,Gm,missing_chords
Free Bird,Lynyrd Skynyrd,G,missing_chords
Good Luck Bad Luck,Lynyrd Skynyrd,D,missing_chords
I Aint The One,Lynyrd Skynyrd,A,missing_chords
Jacksonville Kid,Lynyrd Skynyrd,G,missing_chords
Made In The Shade,Lynyrd Skynyrd,G,missing_chords
Mississippi Kid,Lynyrd Skynyrd,E,missing_chords
None Of Us Are Free,Lynyrd Skynyrd,Dm,missing_chords
One More Time,Lynyrd Skynyrd,D,missing_chords
Poison Whiskey,Lynyrd Skynyrd,G,missing_chords
Red White And Blue,Lynyrd Skynyrd,E,missing_chords
Tomorrows Goodbye,Lynyrd Skynyrd,F,missing_chords
Workin For Mca,Lynyrd Skynyrd,Gb,missing_chords
Be Unto Your Name,Lynn DeShazo,C,missing_chords
God On the Mountain,Lynda Randle,,missing_chords
Im A Soldier In The Army Of The L,Lyle Lovett,G,missing_chords
City Of God,Love & The Outcome,E,missing_chords
I love you Lord,Lorrie Klein,G,missing_chords
And Can It Be That I Should Gain,Lindell Cooley,G,missing_chords
Weve Come To Praise Him,Lindell Cooley,G,missing_chords
Choose To Be True,Lifesavers,E,missing_chords
Beating Heart,Leslie Phillip,Em,missing_chords
He Has Made Me Glad,Leona Brethorst,D,missing_chords
He Has Made Me Glad,Leona Brethorst,A,missing_chords
My Jesus,Leeland,C,missing_chords
Amp It Up,Lecrae,G#m,missing_chords
Chase That,Lecrae,Am,missing_chords
Children Of The Light,Lecrae,F#m,missing_chords
Rebel,Lecrae,Em,missing_chords
Lion of Judah,Lebo Sekgobela,D,missing_chords
Lion of Judah v2,Lebo Sekgobela,,missing_chords
Jesus Lover Of My Soul,LDS Hymns,C,missing_chords
Hiding Place,Lawrence Eberly,G,missing_chords
I Love You Lord,Laurie Klein,G,missing_chords
I Love You Lord,Laurie Klein,D,missing_chords
I Love you Lord (SJEH Arrangement),Laurie Klein,E,missing_chords
T For Texas,Laurie Klein,E,missing_chords
The supper of the lord,Laurence Rosania,G,missing_chords
Loyal,Lauren Daigle,D,missing_chords
My Revival,Lauren Daigle,C,missing_chords
O Lord,Lauren Daigle,C,missing_chords
Why Should The Devil Have All The good music,Larry Norman,C,missing_chords
Glory to the Lamb,Larry Dempsey,C,missing_chords
KasihNya Seperti Sungai,LAGU PANTEKOSTA,F,missing_chords
Halinat sama sama,musikatha,C,missing_chords
Away And A Manger,Mueller,D,missing_chords
Alpha Omega,Morgen,C,missing_chords
Arms Wide Open,Misty Edwards,Fm,missing_chords
Dove's kyes,Misty Edwards,C#m,missing_chords
Favorite One,Misty Edwards,Em,missing_chords
Garden,Misty Edwards,Am,missing_chords
I Am Yours,Misty Edwards,D,missing_chords
Let Me Love You More,Misty Edwards,Am,missing_chords
See The Way,Misty Edwards,Bb,missing_chords
Fred Hammond - You Are The Living,Misc Unsigned Bands,Eb,missing_chords
Shane Anderson - The Shepherd Lamb,Misc Unsigned Bands,Em,missing_chords
Tom Inglis - Bayete Inkosi,Misc Unsigned Band,G,missing_chords
Abba Father,Misc Traditional,D,missing_chords
Abide With Me,Misc Traditional,E,missing_chords
All Are Welcome,Misc Traditional,A,missing_chords
Be Not Afraid,Misc Traditional,G,missing_chords
Making Melody in my heart,Misc Traditional,G,missing_chords
Be Still My Soul,Misc Praise Songs,C,missing_chords
All Hail The Power Of Jesus Name,Misc Praise Songs,A,missing_chords
Be Thou My Vision,Misc Praise Songs,D,missing_chords
Grace Greater Than Our,Misc Praise Songs,G,missing_chords
Hes Got The Whole World In His Hands,Misc Praise Songs,C,missing_chords
Holy Holy Holy,Misc Praise Songs,G,missing_chords
I Believe In Jesus,Misc Praise Songs,Ab,missing_chords
I Have Decided To Follow Jesus,Misc Praise Songs,Db,missing_chords
I Will Call Upon The Lord,Misc Praise Songs,E,missing_chords
I Would Be Like Jesus,Misc Praise Songs,G,missing_chords
Immortal Invisible God Only Wise,Misc Praise Songs,G,missing_chords
In The Cross Of Christ I Glory,Misc Praise Songs,G,missing_chords
Jesus In The Morning,Misc Praise Songs,E,missing_chords
Lord Be Glorified,Misc Praise Songs,C,missing_chords
Love Divine All Loves Excelling,Misc Praise Songs,G,missing_chords
Love Divine All Loves Excelling,Misc Praise Songs,C,missing_chords
My God Is So Big,Misc Praise Songs,G,missing_chords
Near The Cross,Misc Praise Songs,D,missing_chords
Near to the Heart of God,Misc Praise Songs,D,missing_chords
Come And Fill Me Up,Misc Praise Song,A,missing_chords
Create In Me A Clean Heart,Misc Praise Song,G,missing_chords
I Believe In Jesus,Misc Praise Song,Ab,missing_chords
Im In The Lords Army,Misc,G,missing_chords
Sembrador de Esperanza,Milton Hernandez,G,missing_chords
Milio,Milio,,missing_chords
Let The Waters Rise,Mikeschair,G,missing_chords
As We Gather,Mike Faye And Tom Coomes,E,missing_chords
Grande y Fuerte,Miel San Marcos,Am,missing_chords
Tú nombre,Miel San Marcos,D,missing_chords
Will You Carry Me Across The Water,Midnight Choir,Am,missing_chords
I Want to Know What Love Is,Mick Jones,Em,missing_chords
Agnes Dei,Michael W. Smith,G,missing_chords
Öppna Mitt Hjärta,Michael W. Smith,E,missing_chords
Breathe,Michael W. Smith,C,missing_chords
Come See,Michael W. Smith,C,missing_chords
Desperate For You,Michael W. Smith,G,missing_chords
Do you dream of me?,Michael W. Smith,Em,missing_chords
Emily,Michael W. Smith,G,missing_chords
Grace,Michael W. Smith,F,missing_chords
Great is the lord,Michael W. Smith,G,missing_chords
Healing Rain Medley,Michael W. Smith,C,missing_chords
How Majestic Is Your Name,Michael W. Smith,C,missing_chords
How Majestic Is Your Name,Michael W. Smith,G,missing_chords
Let It Rain,Michael W. Smith,Am,missing_chords
Let It Rian,Michael W. Smith,C,missing_chords
Never Been Unloved,Michael W. Smith,E,missing_chords
Shine On Us,Michael W. Smith,D,missing_chords
Step By Step,Michael W. Smith,D,missing_chords
Step By Step Oh God You Are My God,Michael W. Smith,G,missing_chords
You Are The Lord,Michael W. Smith,G,missing_chords
Angus Dei,Michael W Smith,A,missing_chords
Enamorado Estoy,Michael W Smith,Bb,missing_chords
Grace,Michael W Smith,F,missing_chords
Healing Rain Medley,Michael W Smith,D,missing_chords
How Majestic Is Your Name,Michael W Smith,A,missing_chords
How To Say Goodbye,Michael W Smith,C,missing_chords
Let It Rain,Michael W Smith,Am,missing_chords
Majesty,Michael W Smith,G,missing_chords
Never Been Unloved,Michael W Smith,E,missing_chords
Shine On Us,Michael W Smith,C,missing_chords
Step By Step Oh God You Are My God,Michael W Smith,A,missing_chords
waymaker,michael w smith,C,missing_chords
You Are The Lord,Michael W Smith,Gb,missing_chords
You Wont Let Go,Michael W Smith,Dm,missing_chords
You Are The Beauty,Michael Gungor,G,missing_chords
Its Your Blood,Michael Christ,C,missing_chords
Light Of The World,Michael Card,C,missing_chords
Different,Micah Tyler,Bb,missing_chords
Josephs Lullaby,MercyMe,Em,missing_chords
Revolution,Mercy Mercedes,C,missing_chords
Above All Others,Mercy Me,D,missing_chords
Burn In The Light,Mercy Me,Am,missing_chords
Come Thou Fount,Mercy Me,E,missing_chords
Come Thou Fount,Mercy Me,E,missing_chords
Death Dont Have No Mercy,Mercy Me,Em,missing_chords
Ghost,Mercy Me,G,missing_chords
I Can Only Imagine,Mercy Me,E,missing_chords
I Can Only Imagine,Mercy Me,G,missing_chords
In The Secret,Mercy Me,G,missing_chords
Josephs Lullaby,Mercy Me,D,missing_chords
Little Drummer Boy,Mercy Me,E,missing_chords
Mercy Mercedes,Mercy Me,C,missing_chords
Nails In Your Hands,Mercy Me,G,missing_chords
Psalm 139 - You Are There,Mercy Me,E,missing_chords
Reality Prayer,Mercy Me,G,missing_chords
Restore Me,Mercy Me,C,missing_chords
Silent Night,Mercy Me,D,missing_chords
Sisters Of Mercy,Mercy Me,C,missing_chords
Sit With You Awhile,Mercy Me,G,missing_chords
Strange Mercy,Mercy Me,Bb,missing_chords
Thank You,Mercy Me,D,missing_chords
The Generous Mr Lovewell,Mercy Me,A,missing_chords
The Hurt And The Healer,Mercy Me,A,missing_chords
The Love Of God,Mercy Me,D,missing_chords
The Love Of Yahweh,Mercy Me,D,missing_chords
Welcome To The New,Mercy Me,E,missing_chords
When Mercy Found Me,Mercy Me,Am,missing_chords
You Are There,Mercy Me,Eb,missing_chords
Ang Pangako Mo,Mega Harvest Music,,missing_chords
SaYo Nanggagaling,Mega Harvest Music,,missing_chords
Next Thing You Know,Matthew West,G,missing_chords
The Healing Has Begun,Matthew West,G,missing_chords
The Heart Of Christmas,Matthew West,G,missing_chords
Unchangeable,Matthew West,Am,missing_chords
Adoration Tantum Ergo,Matt Maher,D,missing_chords
Flesh And Bone,Matt Maher,Bm,missing_chords
It Is Good,Matt Maher,Em,missing_chords
Land Of My Father You,Matt Maher,C,missing_chords
Lead Me Home,Matt Maher,A,missing_chords
The Invocation,Matt Maher,C,missing_chords
Turn Around,Matt Maher,Em,missing_chords
Let Go,Matt Hammitt,D,missing_chords
Every Captive Free,Matt Gilman,Em,missing_chords
I Shall Believe,Matt Brouwer,Bb,missing_chords
The Cross Has Said It All,Mat,G,missing_chords
Deep Calls to Deep,Mary Kathryn,Fm,missing_chords
I Cant even walk,Marty Stuart,G,missing_chords
Waiting Here For You,Martin Smith,C,missing_chords
Lord You Have My Heart,Martin Smith,Bm,missing_chords
Lord You Have My Heart,Martin Smith,Am,missing_chords
Come To The Table,Martin Nystrom,F,missing_chords
A Mighty Fortress Is Our God,Martin Luther,C,missing_chords
Time of Refreshing,Martin J. Nystrom & Don Harris,G,missing_chords
Hes Already Provided,Martha Munizzi,G,missing_chords
Come Thou Fount Of Every Blessing,Mark Schultz,D,missing_chords
Days Of Elijah,Mark Robin,A,missing_chords
Jesus All For Jesus,Mark Robin,D,missing_chords
There Is No Other Name,Mark Robin,G,missing_chords
Mary Did You Know,Mark Lowry,Em,missing_chords
Mary Did You Know,Mark Lowry,Am,missing_chords
Castaway,Mark Heard,G,missing_chords
House Of Broken Dreams,Mark Heard,G,missing_chords
How To Grow Up Big And Strong,Mark Heard,C#m,missing_chords
Look Over Your Shoulder,Mark Heard,D,missing_chords
To See Your Face,Mark Heard,A,missing_chords
I am Forever Grateful,Mark Altrogge,A,missing_chords
I Look to the Cross,Mark Altrogge,Am,missing_chords
Happy Meal,Marina and The Diamonds,B,missing_chords
Jesus the healer,Marilla Ness,G,missing_chords
Divine Mercy Chaplet,Marian Helpers,,missing_chords
A Cada Instante,Marcos Witt,F,missing_chords
A Cristo Le Voy,Marcos Witt,G,missing_chords
"A Cristo, Solo A Cristo",Marcos Witt,G,missing_chords
A Quien Iré,Marcos Witt,G,missing_chords
A Tí Atribuimos,Marcos Witt,G,missing_chords
A Ti,Marcos Witt,F,missing_chords
"A Ti, El Alfa Y La Omega",Marcos Witt,F,missing_chords
Aclama A Dios,Marcos Witt,G,missing_chords
Acuérdate,Marcos Witt,Eb,missing_chords
Adonai,Marcos Witt,Em,missing_chords
Agradecimiento,Marcos Witt,D,missing_chords
Al Estar Aqui,Marcos Witt,A,missing_chords
Alabad A Jehová,Marcos Witt,G,missing_chords
Alabadle,Marcos Witt,G,missing_chords
Alabe Al Señor,Marcos Witt,F,missing_chords
"Alegre, Muy Alegre",Marcos Witt,C,missing_chords
Aleluya,Marcos Witt,F,missing_chords
Aleluya A Nuestro Dios,Marcos Witt,D,missing_chords
Alza Tus Ojos,Marcos Witt,Am,missing_chords
Alzo Mis Manos Ante Dios,Marcos Witt,E,missing_chords
Amante De Tí,Marcos Witt,A,missing_chords
Amaré Al Señor Mi Dios,Marcos Witt,Dm,missing_chords
Aquí Estoy Otra Vez,Marcos Witt,F,missing_chords
Atrios,Marcos Witt,Em,missing_chords
Ayer Hoy Y Siempre,Marcos Witt,Bm,missing_chords
¿en Quién Puedo Confiar?,Marcos Witt,B,missing_chords
Bendeciré Tu Nombre,Marcos Witt,E,missing_chords
Canción A Dios,Marcos Witt,Bb,missing_chords
Cantad,Marcos Witt,A,missing_chords
Cantando Con Júbilo,Marcos Witt,D,missing_chords
Cerca De Tí,Marcos Witt,G,missing_chords
Como El Ciervo,Marcos Witt,G,missing_chords
Cristo Es Mi Señor,Marcos Witt,Dm,missing_chords
Cristo La Peña De Horeb,Marcos Witt,Dm,missing_chords
Cristo Reina,Marcos Witt,F,missing_chords
Cristo Rey Victorioso,Marcos Witt,F,missing_chords
Cristo Te Exalto,Marcos Witt,G,missing_chords
"Cristo, Amante De Mi Alma",Marcos Witt,Bm,missing_chords
Cuan Bello,Marcos Witt,D,missing_chords
Cuan Bello Es El Señor,Marcos Witt,D,missing_chords
Cuan Hermoso,Marcos Witt,A,missing_chords
Dame Más Sabiduría,Marcos Witt,Am,missing_chords
Damos Honor A Tí,Marcos Witt,E,missing_chords
"Danzare, Cantare",Marcos Witt,Am,missing_chords
De Gloria En Gloria,Marcos Witt,D,missing_chords
Declaramos Tu Majestad,Marcos Witt,G,missing_chords
Dia A Dia,Marcos Witt,G,missing_chords
Dios De Mi Salvación,Marcos Witt,D,missing_chords
Dios De Pactos,Marcos Witt,A,missing_chords
Dios Ha Sido Bueno,Marcos Witt,F,missing_chords
"Dios, Desciende Aquí",Marcos Witt,C#m,missing_chords
Echad La Hoz,Marcos Witt,Bm,missing_chords
El Amor,Marcos Witt,C,missing_chords
El Centro De Mi Adoración,Marcos Witt,A,missing_chords
El Deseado De Las Naciones,Marcos Witt,Em,missing_chords
El Es Mi Rey,Marcos Witt,Em,missing_chords
El Gozo,Marcos Witt,C,missing_chords
El Me Levantará,Marcos Witt,D,missing_chords
El Poderoso De Israe,Marcos Witt,Cm,missing_chords
El Volver,Marcos Witt,D,missing_chords
En La Tierra Habrá,Marcos Witt,Bb,missing_chords
En Navidad,Marcos Witt,D,missing_chords
En Tí,Marcos Witt,E,missing_chords
En Ti Confia Mi Corazon,Marcos Witt,E,missing_chords
En Tu Perfecta Voluntad,Marcos Witt,D,missing_chords
Enciende Una Luz,Marcos Witt,G,missing_chords
Es Por Tu Amor,Marcos Witt,F,missing_chords
Escucharte Hablar,Marcos Witt,G,missing_chords
Esfuerzate Y Se Muy Valiente,Marcos Witt,Em,missing_chords
Esperamos,Marcos Witt,A,missing_chords
Esperamos En Tí,Marcos Witt,A,missing_chords
Exáltate,Marcos Witt,G,missing_chords
Fiesta Hay En El Corazn,Marcos Witt,Am,missing_chords
Gracias,Marcos Witt,Gm,missing_chords
Gracias Seor,Marcos Witt,Em,missing_chords
Grandes Cosas,Marcos Witt,G,missing_chords
Has Cambiado,Marcos Witt,C,missing_chords
Has Cambiado Mi Lamen,Marcos Witt,C,missing_chords
Hashem Reina,Marcos Witt,Bm,missing_chords
Hay Momentos,Marcos Witt,G,missing_chords
Hay Poder,Marcos Witt,G,missing_chords
Hay Una Respuesta,Marcos Witt,C,missing_chords
He Decidido Seguir A Cristo,Marcos Witt,D,missing_chords
Heme Aquí,Marcos Witt,G,missing_chords
Hermoso Eres,Marcos Witt,A,missing_chords
Hijo De Dios Quiero Levantar Mis Manos,Marcos Witt,A,missing_chords
Hombre De Valor,Marcos Witt,A,missing_chords
Homoradora,Marcos Witt,Bm,missing_chords
Hossana,Marcos Witt,E,missing_chords
Hoy,Marcos Witt,C,missing_chords
