artist_name,spotify_artist_id,sample_genre,christian_signal,suggested_bucket,manual_bucket,notes,song_count,lastfm_top_tags,lastfm_christian_signal,lastfm_suggested_bucket,lastfm_lookup_status,refined_bucket,refined_confidence,refined_reason
Natalia Kills,6wdvERzX4CUCOXu6hSS95x,pop,,review,,,3,pop | female vocalists | dark pop | electronic | electropop | british | dance | Natalia Kills,,,ok,,,
Christina Milian,4eAOcbAXIF4BmbN6E1QIlw,pop,,review,,,1,rnb | pop | female vocalists | Hip-Hop | dance | r&b | christina milian | american,,,ok,,,
Yael Naim,32aFdXARUiqP81SXqIPD4w,pop,,review,,,7,female vocalists | folk | indie | singer-songwriter | pop | french | israeli | indie pop,,,ok,,,
Little Big Town,3CygdxquGHurS7f9LjNLkv,country,,review,,,42,country | modern country | Little Big Town | american | My Country | female vocalists | contemporary country | country pop,,,ok,,,
From Indian Lakes,3YvQkjWJ5ykJVUNP7YbTy9,,,christian,,,22,indie rock | indie | alternative | rock | post-rock | emo | alternative rock | christian,christian,christian,ok,christian,medium,christian tag in lastfm tags
Skaburbian Collective,5PpgEzsmpu9lpdHRM1pZ7u,reggae,,review,,,2,ska | swedish | norrbotten | scandinavian | norrland | reggae | lulea | gladjedunk,,,ok,,,
Anomalie,2ev6Cd0yJVCcpf2zezEQ8Z,jazz,,review,,,1,Post-Black Metal | screamo | black metal | atmospheric black metal | german | hardcore | post-hardcore | jazz,,,ok,,,
Goldfinger,7sVQKNtdP2NylxMgbNOJMM,punk,,review,,,54,punk rock | punk | ska punk | ska | rock | pop punk | american | alternative,,,ok,,,
De La Soul,1Z8ODXyhEBi3WynYw0Rya6,rap,,review,,,1,Hip-Hop | rap | hip hop | alternative rap | Jazz Hop | new york | hiphop | old school,,,ok,,,
Rachel Wammack,5QpNKnsD0biAkM2sHA7OXR,pop,,review,,,1,country,,,ok,,,
Paravi,3hu0zovv9ZERrUy09lIsTH,pop,,review,,,2,indie pop | singer-songwriter | USA,,,ok,,,
Noah Reid,0h3ltaoCYAfisEeddUYDZT,,,review,,,10,folk | Canadian | canada | indie pop | funk_add_to_lidarr_batch_20,,,ok,,,
Mayumi Itsuwa,2nVXKyk0tpwNNdD8BBcqvH,,,review,,,1,japanese | j-pop | female vocalists | 70s | pop | kayoukyoku | singer-songwriter | japan,,,ok,,,
Black Oak County,5W3Q0PiFwL9CCPJ6YDDibK,metal,,review,,,1,hard rock | rock | danish | denmark | Southern Rock | classic rock | Southern metal | hard n heavy,,,ok,,,
Dashboard Confessional,4ERtgeBbWRkFzIz6LaFCeY,pop rock,,review,,,47,indie | acoustic | emo | alternative | rock | alternative rock | indie rock | american,,,ok,,,
Culcha Candela,3gemH8D6fpu12DmTmUZYAL,pop,,review,,,4,reggae | dancehall | german | ragga | Reggaeton | deutsch | Hip-Hop | Culcha Candela,,,ok,,,
Steve Azar,6x9fdTmlcJVJtChlLgT1G3,country,,review,,,1,country | modern country | bluegrass | Love | USA | country pop | new country,,,ok,,,
Dan Sultan,35l8C1gkJPCOqrVPiCiICR,,,review,,,2,australian | rockabilly | All | rock | Bran Nue Dae | queensland music festival | saw live | australian male vocalists,,,ok,,,
Brytiago,00XhexlJEXQstHimpZN910,reggae,,review,,,2,Reggaeton | latin | puerto rico | male vocalists | Latin Trap | trap | Latin Urban,,,ok,,,
Les Rita Mitsouko,7CdlYgtOoxBtNjuDeIxSPM,rock,,review,,,2,french | rock | pop | 80s | rock francais | new wave | france | female vocalists,,,ok,,,
Prince,5a2EaR3hamoenG9rDuVn8j,rock,,review,,,20,funk | pop | soul | rock | 80s | rnb | prince | new wave,,,ok,,,
Seguridad Social,5UbMQUFrcJdDstPCza7y0B,pop rock,,review,,,3,rock | spanish | Spanish Rock | ska | spain | 90s | rock en español | Latin Rock,,,ok,,,
Rhiannon Giddens,1EI0NtLHoh9KBziYCeN1vM,country,,review,,,4,folk | country | blues | americana | bluegrass | banjo | female vocalists | american,,,ok,,,
Manu Tenorio,0vz78iHqEmr4rjXhgKTPF7,pop,,review,,,1,latin | spain | pop | spanish | español | male vocalists,,,ok,,,
Charlotte Gainsbourg,2rBcvLKWCZs9w1qIWv560v,pop,,review,,,11,french | female vocalists | indie | singer-songwriter | pop | indie pop | alternative | chanson,,,ok,,,
Roosevelt,4AQrqVz6BYwy29iMxcGtx7,alternative,,review,,,10,synthpop | electronic | chillwave | emo | nu-disco | dance-pop | indie | 90s emo,,,ok,,,
Karen Harding,1QOHbhVRpDoNtRkz79si6b,electronic,,review,,,1,pop | House | female vocalists | dance | british | electronic | UK | United Kingdom,,,ok,,,
Maya Hawke,4e9vQfyvvDlcQAkjSdFE4x,pop,,review,,,4,folk | indie | singer-songwriter | indie pop | alternative | my top songs | pop | USA,,,ok,,,
Strawfoot,6Vx6tx9RnEyitn6FO8m1rx,,,review,,,2,Alt-country | gothic americana | southern gothic | folk | americana | gothic country | country | american,,,ok,,,
The Essence,5PFghO8MtdLDK3sWS9MU33,punk,,review,,,1,post-punk | new wave | 80s | Gothic Rock | darkwave | goth rock | dutch | dark wave,,,ok,,,
Bulldog,0bI566gNqVLuVAra7TXQp9,punk,,review,,,4,punk rock | argentina | rock | punk argentino | RAC | 70s | punk | techno,,,ok,,,
Lonnie Donegan,6dIOTeSQDBSR6gwsL0WB2n,,,review,,,7,Skiffle | folk | country | 60s | pop | oldies | blues | british,,,ok,,,
Counterparts,5LyRnL0rysObxDRxzSfV1z,metal,,review,,,1,melodic hardcore | metalcore | hardcore | melodic metalcore | Canadian | Progressive Metalcore | progressive hardcore | hardcore punk,,,ok,,,
AURORA,1WgXqy2Dd70QQOU7Ay074N,pop,,review,,,5,art pop | synthpop | indie pop | pop | norwegian | Melodic Death Metal | screamo | folktronica,,,ok,,,
Tom Gabel,4NTaCDHkxwZAwDwBq0MhfM,punk,,review,,,4,singer-songwriter | folk punk | punk | folk | punk rock | new wave of british whalecore | rock | acoustic,,,ok,,,
Bobby's Oar,5Y55TU0ItptdRFIKyKKQCB,punk,,review,,,1,folk punk,,,ok,,,
Liniker,2O6q06oNcmOIPg1qidSU3C,pop,,review,,,1,soul | mpb | black music | brazilian | Smooth Jazz | jazz | brasil | trans,,,ok,,,
Korn,3RNrq3jvMZxD9ZyoOZbQOD,metal,,review,,,14,Nu Metal | metal | alternative | rock | Nu-metal | alternative metal | alternative rock | american,,,ok,,,
Old Man Markley,29mmbRyCPYV9Ls4BKadNhA,punk,,review,,,1,punk | bluegrass | folk punk | folk | country | american | USA | spotify,,,ok,,,
Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,rap,,review,,,1,trap | rap | Hip-Hop | german | german trap | german rap | hip hop | Deutschrap,,,ok,,,
Smog,2ajVJyxI4sHmTMtTA3ENko,country,,review,,,11,Lo-Fi | singer-songwriter | folk | Alt-country | indie | slowcore | americana | indie folk,,,ok,,,
The Hombres,5Kd7EaN14eunBIyNux2c3z,,,review,,,2,rock | Garage Rock | classic rock | psychedelic | Alt-country | 60s | Psychedelic Rock | All,,,ok,,,
Heart Of A Coward,6GIZRqEJJNx3MFaC1YoFMZ,metal,,review,,,1,metalcore | Progressive Metalcore | DJENT | math metal | hardcore | Progressive metal | metal | british,,,ok,,,
Tarja,5IRFMGI8aEtZdN07OYrBZc,metal,,review,,,8,symphonic metal | female vocalists | finnish | Female fronted metal | Classical | metal | Gothic Metal | Symphonic Rock,,,ok,,,
Cherry Bullet,3IJCdgkBZbieocLZ4e94GZ,pop,,review,,,4,k-pop | Korean | pop | girl group | FNC Entertainment | fnc | Kpop | cherry bullet,,,ok,,,
Tujamo,2vVNxGBvKRQMWwI5c8KmYh,electronic,,review,,,1,House | electronic | tech house | german | electro house | germany | EDM | spotify,,,ok,,,
Johnny Reid,2QnCvSa46mN4Wi4gDVdnso,country,,review,,,3,country | Canadian | male country | blues | modern country | johnny | blues rock | canada,,,ok,,,
Haley Heynderickx,73MDShZzdL4vUGMkmXOG6X,alternative,,review,,,10,folk | singer-songwriter | indie folk | acoustic | indie | female vocalists | USA | american,,,ok,,,
Chiodos,4ZIBrskTJWmkJUvM7uAu1o,pop,,review,,,11,post-hardcore | screamo | emo | hardcore | post hardcore | emocore | experimental | rock,,,ok,,,
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,pop,,review,,,12,pop | female vocalists | dance | teen pop | american | my top songs | dance pop | USA,,,ok,,,
The View,1fy3AQc7grjf5LnCd7snSg,pop rock,,review,,,1,indie rock | indie | british | Scottish | rock | britpop | alternative | alternative rock,,,ok,,,
Elaine,5ZkuGe2wkDbeL8JmmhvMOx,soul,,review,,,1,rnb | indie | indie pop | south african | under 2000 listeners | female vocalists | Korean | k-indie,,,ok,,,
Ostia Puta,3ct7sB4YxSPe1k26zOShGu,punk,,review,,,1,punk | spanish | spain | hardcore punk | Catalonian | catalunya | ostia | liszaj radio,,,ok,,,
Jonathan Kreisberg,7MWuLeRKJ1WCx4GQRzT3Hy,jazz,,review,,,1,jazz | jazz guitar | guitar | contemporary jazz | Post Bop | Smooth Jazz | modern jazz | Post-Bop,,,ok,,,
Joey Cape,47LEGQCc9FShxKmbod8u7e,rock,,review,,,16,acoustic | singer-songwriter | alternative | punk rock | american | punk | songwriter | folk,,,ok,,,
Garrett Dale,4Y1PVrWL9zY5DlXAxUO0Xx,punk,,review,,,3,folk | punk | acoustic | singer-songwriter | folk punk | oklahoma city | red scare,,,ok,,,
Sledding With Tigers,7E11mR7om6vMgUpPdl65EV,punk,,review,,,6,folk punk | folk | punk | California | acoustic | maidavalelover was here | bluegrass | real talk,,,ok,,,
Sleater-Kinney,4wLIbcoqmqI4WZHDiBxeCB,alternative,,review,,,19,riot grrrl | indie rock | female vocalists | indie | rock | punk | punk rock | alternative rock,,,ok,,,
Small Faces,1YqGsKpdixxSVgpfaL2AEQ,jazz,,review,,,4,60s | mod | classic rock | psychedelic | rock | Psychedelic Rock | british | british invasion,,,ok,,,
SNFU,47gDsI3zhRtZPGK7Hv3uxm,punk,,review,,,2,punk | punk rock | hardcore punk | Canadian | hardcore | melodic hardcore | canada | rock,,,ok,,,
Lori McKenna,1OV5mEATxtVma7fleFaUyl,country,,review,,,13,singer-songwriter | folk | female vocalists | country | americana | lori mckenna | female vocalist | american,,,ok,,,
shinigami,0ntNwPE7MYnKrTh59tU2BA,rap,,review,,,2,emo rap | screamo | emo | electronic | rap | indie | trap | Sad rap,,,ok,,,
Hot Water Music,4dmaYARGTCpChLhHBdr3ff,punk,,review,,,8,punk rock | post-hardcore | punk | emo | rock | orgcore | hardcore | melodic hardcore,,,ok,,,
Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,metal,,review,,,58,alternative rock | rock | hard rock | alternative | metal | post-grunge | alternative metal | american,,,ok,,,
Monday Kiz,24jJXZRz3aGvjVvZ4OoerD,pop,,review,,,1,Korean | Ballad | k-pop | pop | male vocalists | amirite | boybands | Kpop,,,ok,,,
American Wolves,6ELd8V4uVbjWXw5asYoISQ,jazz,,review,,,1,post-hardcore | electronic | melodic hardcore | alternative rock,,,ok,,,
Ciwan Haco,4o7TBxtRmKEAbKYFrjv3NG,country,,review,,,1,kurdish | kurdish rock | Sweden | syria | ciwan haco | kurdish folk | south kurdistan | kurdistan,,,ok,,,
Ace of Hearts,2HVE2V5PaPVnSohgQCuFCH,rock,,review,,,14,Love Metal | Gothic Rock | new gothic rock | Gothic Metal | indie pop | indie rock | pop | pop rock,,,ok,,,
Quique González,0uCwhAtvXQlTGZJWDJQykZ,pop rock,,review,,,1,cantautor | rock | singer-songwriter | spanish | pop | folk | quique gonzalez | country,,,ok,,,
Yo La Tengo,5hAhrnb0Ch4ODwWu4tsbpi,alternative,,review,,,23,indie rock | indie | alternative | indie pop | rock | dream pop | noise pop | shoegaze,,,ok,,,
Foreign Air,5ApQnMT6oR8eLguf24xb9S,alternative,,review,,,9,alternative | indie | electronic | indie pop | american | USA | pop | All,,,ok,,,
Germs,39zgKjGWsiZzJ9h6gbrPFY,punk,,review,,,1,punk | hardcore punk | punk rock | hardcore | la punk | los angeles | american | 70s,,,ok,,,
Rilès,6pdcQa7by8IKuoVXvgknlI,rap,,review,,,4,rap | french | hiphop | Hip-Hop | rnb | pop rap,,,ok,,,
Jelly Roll Morton,4XepUkisa56DUeA3gbjDQD,jazz,,review,,,1,jazz | ragtime | piano | blues | New Orleans | dixieland | swing | 20s,,,ok,,,
The Dirtbombs,4wPKtZH8mW0PdLeWPneweb,rock,,review,,,1,Garage Rock | Garage Punk | detroit | garage | rock | soul | punk | indie,,,ok,,,
Molly Sandén,0NRMzT05nsc8mTm4iUvuHY,pop,,review,,,5,pop | swedish | female vocalists | Sweden | melodifestivalen | scandinavian | Swedish Pop | nordic,,,ok,,,
Liam Bailey,022EiWsch2zvty0qBUksDO,soul,,review,,,3,soul | blues | jazz | Neo-Soul | acoustic | singer-songwriter | reggae | nostalgia,,,ok,,,
The Dangerous Summer,0iMnpaEHXkgMT956CmP1kj,pop,,review,,,18,alternative rock | pop rock | rock | alternative | emo | pop punk | american | indie rock,,,ok,,,
Julia Wolf,5yvGiZLSWJTPBlZpVbPnEZ,,,review,,,2,indie pop | alternative | alternative rock | pop | singer-songwriter | alternative pop | emo | italian,,,ok,,,
Gaza Slim,7mPRzTE0BI6QMFmWhevSog,,,review,,,1,dancehall | reggae | ragga | jamaican | Good Stuff | african | world | urban,,,ok,,,
Uriah Heep,45O9BwPMyywM755SYUK0sP,rock,,review,,,2,hard rock | classic rock | Progressive rock | rock | 70s | british | heavy metal | Uriah Heep,,,ok,,,
Sandro Silva,53UXMZxwzQyV4j7tZaVF58,electronic,,review,,,1,House | dubstep | netherlands | electronic | All | moombahton | spotify | dutch house,,,ok,,,
Lennon & Maisy,720fJ5sGqAOhvU2IUypqIr,country,,review,,,2,All | Canadian | country | youtube,,,ok,,,
RIN,18ISxWwWjV6rPLoVCXf1dz,rap,,review,,,4,japanese | j-pop | instrumental | traditional | female vocalists | JPop | traditional japanese | folk,,,ok,,,
Moose Blood,5fEKZRCUa0JApec5Xy095q,alternative,,review,,,25,emo | indie rock | indie | pop punk | punk | midwest emo | punk rock | alternative rock,,,ok,,,
Fireflight,5v6wlK6GCKVovWMbPqSHNy,pop rock,,christian,,,18,christian rock | alternative rock | female vocalists | rock | christian | alternative | hard rock | Fireflight,christian rock,christian,ok,christian,high,christian rock
Twerps,4vkIW79PRnJM8PNylIMTQB,pop,,review,,,1,indie rock | indie | Lo-Fi | australian | melbourne | experimental | psychedelic | jangle pop,,,ok,,,
La Ley,1ZVoRDO29AlDXiMkRLMZSK,pop rock,,review,,,7,rock | chile | Latin Rock | Rock en Espanol | spanish | rock chileno | latin | alternative rock,,,ok,,,
The Reverend Peyton's Big Damn Band,6Ec85Uubz3lO7BIEvcBfZK,rock,,review,,,1,blues | folk | bluegrass | hillbilly | slide guitar | delta blues | Alt-country | country blues,,,ok,,,
The Harmaleighs,0JpiOyzO3e8FYCsDe8EaUN,pop,,review,,,3,folk | indie | singer-songwriter | pop | female vocalists | american | USA | indie folk,,,ok,,,
Evdeki Saat,0w92tV1EQp7sxly7UjGR4P,pop rock,,review,,,1,indie folk | acoustic | psychedelic folk | indie pop | turkey | turkiye | grunge indie,,,ok,,,
WZRD,415rtLOb1FDKZAxo1IJ1hW,rap,,review,,,1,alternative rock | rock | Hip-Hop | indie | alternative | psychedelic | Psychedelic Rock | kid cudi,,,ok,,,
Mario,20s0P9QLxGqKuCsGwFsp7w,pop,,review,,,6,rnb | soul | Hip-Hop | pop | Mario | male vocalists | r&b | hip hop,,,ok,,,
Gerard Way,4YZ5ECfbM2xSTSQTJGBbO5,,,review,,,8,alternative rock | rock | alternative | male vocalists | american | britpop | sexy | indie rock,,,ok,,,
The Guy Who Sings Your Name Over and Over,5FQlaM8vSZqr4qj1RGAhZh,rock,,review,,,2,niche | novelty | gente che non sta bene | musica per gente che non sta bene di testa | GenteCheNonStaBene | interesting title | niche music | the most autistic thing ive ever seen,,,ok,,,
Santiago Rebelde,6qkbg8uHWit7ncGpeKIdDz,punk,,review,,,1,ska | punk | chile | reggae | ska punk | latin ska | marihuana | giddy-up giddy-up,,,ok,,,
Ben Platt,6qGkLCMQkNGOJ079iEcC5k,,,review,,,27,Broadway | pop | musical | singer-songwriter | actor | United States | american | actors,,,ok,,,
blink-182,6FBDaR13swtiWwGhX1WQsP,punk,,review,,,45,punk rock | pop punk | punk | rock | alternative | alternative rock | american | skate punk,,,ok,,,
Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,rock,,review,,,8,country | female vocalists | folk | classic rock | rock | 70s | country rock | singer-songwriter,,,ok,,,
Mauro Henrique,3KypZFGzCHTbqXAAhFuLwd,rock,,review,,,1,brasil,,,ok,,,
Rothwell,5uPbfbVvS1knjpH37U1Mgr,country,,review,,,1,United Kingdom | female singer | country-soul | discoverunsigned,,,ok,,,
347aidan,0bBz5bRBkExaej2HxtVfCw,rap,,review,,,6,indie | emo rap | alternative | Hip-Hop | canada | emo | Canadian | rap,,,ok,,,
majiko,6HX4Jrnb0WhEv9goeGoh6p,rock,,review,,,1,j-pop | japanese | female vocalists | pop | JPop | Asian | J-rock | utaite,,,ok,,,
Girls Aloud,12EtLdLfJ41vUOoVzPZIUy,pop,,review,,,5,pop | british | female vocalists | dance | Girl Groups | 00s | britpop | girls aloud,,,ok,,,
A Fine Frenzy,5dTYaRzOn4rXGBLH052EeQ,pop,,review,,,24,female vocalists | indie | singer-songwriter | piano | pop | alternative | american | indie pop,,,ok,,,
Andreas Bourani,6quRLJ5SiWHgcVMoE9TEJj,pop,,review,,,3,pop | german | deutsch | indie | laut mitsing | germany | male vocalists | eingedeutscht,,,ok,,,
Brandon Jenkins,2ml98zfrlLRJYkUimCP9gC,country,,review,,,1,Red Dirt | country | americana | Alt-country | singer-songwriter | All | USA | texas,,,ok,,,
The Isley Brothers,53QzNeFpzAaXYnrDBbDrIp,soul,,review,,,3,soul | funk | motown | rhythm and blues | rnb | 60s | american | 70s,,,ok,,,
Autograph,2koMWjvRRF0cOpJnjhdKx0,rock,,review,,,7,hard rock | hair metal | 80s | Glam Metal | rock | classic rock | american | metal,,,ok,,,
Cary Ann Hearst,2Fwqnm1kpxK4BZgWrsG5qm,,,review,,,4,blues | folk | Alt-country | americana | female vocalists | indie folk | SC | south carolina,,,ok,,,
Buffalo Fuzz,5yl9y5moAeg1uC6miGnOUF,rock,,review,,,1,blues rock | stoner | heavy blues | Stoner Rock | Stoner Blues | United States,,,ok,,,
Bjarte Leithaug,0cRVf0HttJuIgmI3AdRUUn,,,review,,,1,,,,error,,,
Tyrone Wells,5zeCSgiRyezbfLiGOpKAsR,pop,,review,,,32,acoustic | singer-songwriter | folk | soft rock | Mellow | indie | pop | male vocalists,,,ok,,,
Amanda Palmer,726Dh6A5VyDfAAQxilT6A0,rock,,review,,,35,punk cabaret | female vocalists | singer-songwriter | piano | alternative | dark cabaret | cabaret | american,,,ok,,,
The Emotions,64CuUOOirKmdAYLQSfaOyr,soul,,review,,,1,soul | Disco | funk | 70s | motown | female vocalists | stax | the emotions,,,ok,,,
Fairport Convention,2LIdnZDzySb04oH40be1fR,country,,review,,,1,folk | folk rock | british | british folk | folk-rock | 60s | rock | progressive folk,,,ok,,,
Arizona Zervas,0vRvGUQVUjytro0xpb26bs,rap,,review,,,4,rap | Hip-Hop | rnb | USA | american | United States | us | my top songs,,,ok,,,
The Shins,4LG4Bs1Gadht7TCrMytQUO,alternative,,review,,,39,indie | indie rock | indie pop | alternative | rock | american | alternative rock | pop,,,ok,,,
Agar Agar,5TkylUv5ysSbNoawmn3PBj,pop,,review,,,1,synthpop | indie pop | french | france | female vocalists | art pop | electronic | synthwave,,,ok,,,
Ulices Chaidez,5npvUMe1CGnIhTX7OaLGVV,,,review,,,5,Sierreno | mexico | REGIONAL MEXICANO,,,ok,,,
In Hearts Wake,30BDCIM0IdglDaLzvCYd0N,metal,,review,,,2,metalcore | hardcore | australian | post-hardcore | metal | melodic metalcore | Progressive Metalcore | melodic hardcore,,,ok,,,
Clem Snide,6BV1QOFqWihVnBllS5naPh,,,review,,,7,Alt-country | indie rock | indie | alternative | rock | folk | alternative country | indie folk,,,ok,,,
Johnny Thunders,421A23lYymEUE6SozCfWbr,punk,,review,,,3,punk | punk rock | proto-punk | singer-songwriter | rock | american | glam rock | Rock and Roll,,,ok,,,
Spraynard,7pNOV3VeNblexV97TaKM0G,alternative,,review,,,1,pop punk | emo | punk | punk rock | indie rock | orgcore | Pop-punk | Gruffy Pop Punk,,,ok,,,
Goldroger,3sAbVxYjczgrSmGrxcu7bM,rap,,review,,,1,rap | Deutschrap | hip hop | german | live gesehen | post-rap | german rap | floyd rap,,,ok,,,
Spider,0ywr1ZAKRKCjUutji6e4P8,rock,,review,,,11,folk | acoustic | female vocalists | heavy metal | NWOBHM | singer-songwriter | rock | hard rock,,,ok,,,
TOKiMONSTA,3VwKSHAfgzV1DOHV0aANCI,alternative,,review,,,1,electronic | instrumental hip-hop | Hip-Hop | hip hop | japanese | Korean | wonky | beats,,,ok,,,
The Answer,3STTKsLP1gSzGvOVCtNlWS,rock,,review,,,1,hard rock | blues rock | rock | classic rock | irish | heavy metal | blues | alternative rock,,,ok,,,
Jimmie Dale Gilmore,6bl1H2HRrm2CvtagAx594t,country,,review,,,1,Alt-country | country | singer-songwriter | americana | lubbock | texas | folk | Jimmie Dale,,,ok,,,
The Whitest Boy Alive,1qcU8NabUQ5efQf8UGW6CV,alternative,,review,,,4,indie | electronic | indie pop | norwegian | electronica | german | pop | alternative,,,ok,,,
Much The Same,3muI3PfsNRMVGnqNX3NQKZ,punk,,review,,,27,melodic hardcore | punk rock | skate punk | melodic punk | punk | hardcore | hardcore punk | skatepunk,,,ok,,,
Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,pop,,review,,,1,dream pop | shoegaze | slowcore | Lo-Fi | indie | american | ambient pop | indie pop,,,ok,,,
Backstreet Girls,4kmChp6OaS0xAvpxWetEg4,rock,,review,,,1,hard rock | norwegian | rock | punk rock | Boogie Rock | rock n roll | Norway | glam rock,,,ok,,,
Tomppabeats,0Q2Tc5yZFJpumLMc7Yz4e4,rap,,review,,,1,chillhop | beats | instrumental hip-hop | instrumental | Lo-Fi | finnish | ambient | chill,,,ok,,,
O'Funk'illo,3GaVCQ4OFLD0BdrXoCKKh8,rock,,review,,,2,funk | funk metal | Funk Rock | rock | spanish | Fusion | funky | jecks,,,ok,,,
Young Love,0EbhmxFgno89aNQUnamFNW,pop,,review,,,1,electronic | indie | indie pop | dance | pop | Electro Indie | electronica | Party Indie Rock,,,ok,,,
Stereo Total,662bj9rCw8Twt6JDAMmMDb,,,review,,,1,electronic | indie | french | german | pop | indie pop | electropop | female vocalists,,,ok,,,
Nanami Ozone,1fY8OsUdGfnYvIrRhD5HJS,alternative,,review,,,1,shoegaze | indie rock | pop rock | alternative rock | Lo-Fi | alternative | american,,,ok,,,
Sten & Stalin,7xS4Uw7T0pNePx7S238bM9,punk,,review,,,1,punk | punk rock | Trallpunk | hardcore punk | punk hardcore | male vocalists | swedish | liszaj radio,,,ok,,,
The New Basement Tapes,2oQpz9DEfhuSbuT8hjhTDK,country,,review,,,6,folk rock | rock | folk | Psychedelic Rock | americana | USA | psychedelic | radio paradise,,,ok,,,
Kapanga,2MLiASzGQHVMyORIApRGsp,reggae,,review,,,12,ska | Rock Argentino | rock | argentina | patchanka | spanish | All | np,,,ok,,,
Xtreme,47bVt95bvBMpmJFWoyhH0C,,,review,,,6,bachata | latin | spanish | salsa | rnb | Xtreme | new york | United States,,,ok,,,
Blackbird Raum,2OX8UjaYkhqkZN9n7kbQLx,punk,,review,,,7,folk punk | gypsy punk | folk | punk | riot folk | anarcho-punk | folk  punk | Anti-civilization,,,ok,,,
Upchurch,2pSObt5Fk8izuX8ZfI3jRn,country,,review,,,74,country rap | country | Energetic | rap | silly | southern rap | late night | good times,,,ok,,,
Matt White Band,1ZlyObSXTLOJ6WS2ZnFha4,,,review,,,1,alternative pop,,,ok,,,
Modestia Aparte,6yPTzaskdKAAlLMdnw9IkM,pop,,review,,,1,Spanish Rock | pop | spain | spanish pop-rock,,,ok,,,
Clare Bowditch,4Ey6YW4OdEBUuVhDEcRdpU,,,review,,,2,australian | singer-songwriter | female vocalists | folk | acoustic | indie | pop | indie pop,,,ok,,,
Lagartija Nick,6Ipe0i7N3mneCjxpkNifri,alternative,,review,,,1,indie rock | alternative rock | hard rock | indie | spanish | rock | Stoner Rock | Spanish Rock,,,ok,,,
Throw The Fight,1nRfyHvAh1foLjOCa3hbv7,alternative,,review,,,3,alternative rock | rock | hard rock | alternative | alternative metal | post-hardcore | metal | metalcore,,,ok,,,
Midlake,4YsP5zmteLQ7etNjHAOu30,alternative,,review,,,17,indie | indie rock | Lo-Fi | alternative | folk | indie pop | folk rock | american,,,ok,,,
Lil Revive,1GfHpetDFhvqfm5pceDTrX,rap,,review,,,1,hip hop | rap | florida | deep underground hip hop,,,ok,,,
Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,electronic,,review,,,15,House | electronic | dance | american | EDM | san francisco | California | tropical house,,,ok,,,
Lennie Gallant,6HAHr1lItw07cHsHJUkudc,country,,review,,,2,Canadian | soft rock | folk | singer-songwriter | francophone | All | PEI | under 2000 listeners,,,ok,,,
Dorfrocker,5jvJoybRSHYAlPYyz6cnOd,,,review,,,1,german | folk rock | Schlager | volksmusik | dorfrocker | folk pop | deutsch | Deutsche Schlager,,,ok,,,
Flashguns,4Lorlx1yJz4QqkwZJ5hNN1,,,review,,,1,indie | british | indie rock | rock | AXyETb | alternative | london | pop,,,ok,,,
Van Hunt,4KZ6qvHEY7prblYD2VrOd3,soul,,review,,,1,soul | Neo-Soul | rnb | funk | Neo Soul | singer-songwriter | r&b | male vocalists,,,ok,,,
Keith Sweat,2r09Inibex3C4ZNTUVSG3m,soul,,review,,,1,rnb | soul | slow jams | new jack swing | 90s | r&b | keith sweat | male vocalists,,,ok,,,
George Nooks,3lOCG4sqG0T37eoN9JqjEw,reggae,,christian,,,1,reggae | lovers rock | dancehall | jamaica | christian | All | gospel | jamaican,christian,christian,ok,gospel,high,gospel
Captain We're Sinking,3vdXxBafMPuaMmAWhxaFtn,alternative,,review,,,3,punk rock | punk | pop punk | melodic punk | folk punk | orgcore | emo | Pennsylvania,,,ok,,,
Georgia Webster,0SBVbPO2gePQlaDiIfaKDl,,,review,,,7,pop | country | rutracker | piano | 4 | deezer | female vocalists | 4-25,,,ok,,,
Galy Galiano,2OSKh2JIKMr66DxByxhwzT,pop,,review,,,5,Colombia | spanish | salsa | balada | pop | latin | romantico | oldies,,,ok,,,
Daddy and The Long Legs,2RjxNvS3JR3R7MmiC69opM,,,review,,,1,,,,error,,,
Evalyn,68WwJXWrpo1yVOOIZjLSeT,pop,,review,,,3,pop | indie | female vocalists | indie pop | 3-5 | USA | good | yandex music,,,ok,,,
Sugarcult,04RtvnUz0XrUbUZzOA8ZoW,pop,,review,,,19,punk rock | rock | alternative | punk | pop punk | emo | alternative rock | american,,,ok,,,
JES,6UAyCjS0OPMd1Ham8bvs9g,electronic,,review,,,1,trance | vocal trance | female vocalists | electronic | House | dance | chillout | progressive trance,,,ok,,,
Graham Nash,2E6Roj0oQnJIm2BeXwDica,country,,review,,,1,singer-songwriter | folk rock | classic rock | folk | rock | CSNY | british | 60s,,,ok,,,
Charlie Feathers,2EcNV0nlF6f6ZDtJJG2vKN,rock,,review,,,1,rockabilly | country | Rock and Roll | Soundtrack | rock | 50s | oldies | rock n roll,,,ok,,,
Pink Turns Blue,47oP5alMot58ggzcFwldky,rock,,review,,,1,post-punk | darkwave | Gothic Rock | new wave | Gothic | german | goth | cold wave,,,ok,,,
