"track_name","picked_artist","method"
"United Pursuit ? Brock Human - Let Me In (feat. Brock Human)","United Pursuit ? Brock Human","fallback_left_shorter_or_equal"
"Forerunner Music ? Cory Asbury - Holy Ghost Party (Live)","Holy Ghost Party (Live)","fallback_right_shorter"
"Darlene Zschech - Victor's Crown (Live)","Darlene Zschech","fallback_left_shorter_or_equal"
"BJ Putnam - Sing A New Song (Live)","BJ Putnam","fallback_left_shorter_or_equal"
"Worship Central ? Luke Hellebronth - Spirit Break Out (Live)","Spirit Break Out (Live)","fallback_right_shorter"
"Fee - All Because of Jesus","Fee","left_matches_ref"
"Bethel Music & William Matthews - Freedom","Freedom","fallback_right_shorter"
"Fearless BND - Higher","Higher","fallback_right_shorter"
"Hillsong Worship ? David Ware - Cornerstone (Live)","Cornerstone (Live)","fallback_right_shorter"
"Elevation Worship - Give My Life To You","Elevation Worship","left_matches_ref"
"New Life Worship ? Integrity's Hosanna! Music - God Be Praised / Our God Reigns (Medley) (Live)","New Life Worship ? Integrity's Hosanna! Music","fallback_left_shorter_or_equal"
"Hillsong Worship - Always Will (Live)","Hillsong Worship","left_matches_ref"
"Hillsong Worship - Christ Is Enough (Live)","Hillsong Worship","left_matches_ref"
"Hillsong Worship - Where The Spirit of the Lord Is (Live)","Hillsong Worship","left_matches_ref"
"Hillsong Worship - Closer (Live)","Hillsong Worship","left_matches_ref"
"Matt Redman - We Are the Free","Matt Redman","fallback_left_shorter_or_equal"
"BJ Putnam - More And More (Live)","BJ Putnam","fallback_left_shorter_or_equal"
"BJ Putnam - Here For You (Live)","BJ Putnam","fallback_left_shorter_or_equal"
"Hillsong Worship ? Brooke Ligertwood - I Will Exalt You (Live)","I Will Exalt You (Live)","fallback_right_shorter"
"Israel & New Breed ? Onaje Jefferson - More And More (Live)","More And More (Live)","fallback_right_shorter"
"Jonathan David & Melissa Helser - You're Never Giving Up","Jonathan David & Melissa Helser","left_matches_ref"
"The Royal Royal - How Wonderful","How Wonderful","fallback_right_shorter"
"Rick Pino - We Prepare The Way (Live)","Rick Pino","fallback_left_shorter_or_equal"
"Planetshakers - Open Up The Gates","Planetshakers","fallback_left_shorter_or_equal"
"Matt Gilman - Holy","Matt Gilman","left_matches_ref"
"Justin Rizzo - Found Faithful","Justin Rizzo","left_matches_ref"
"Luke Wood ? Onething Live - Set Your Seal Upon My Heart (Live)","Luke Wood ? Onething Live","fallback_left_shorter_or_equal"
"Cory Asbury - Never Gonna Leave Me Dry (Live)","Cory Asbury","left_matches_ref"
"Jeremy Riddle - Acquitted","Jeremy Riddle","left_matches_ref"
"Chris Tomlin - Whom Shall I Fear (God Of Angel Armies)","Chris Tomlin","left_matches_ref"
"Chris Tomlin - Exalted (Yahweh)","Chris Tomlin","left_matches_ref"
"Covenant Worship, David & Nicole Binion - Never Going Back","Never Going Back","fallback_right_shorter"
"Covenant Worship, David & Nicole Binion - Nobody Like You","Nobody Like You","fallback_right_shorter"
"Andrew Ehrenzeller - Which Way","Which Way","fallback_right_shorter"
"Danielle Munizzi - Your Love Oh God","Danielle Munizzi","fallback_left_shorter_or_equal"
"Soul Survivor - You're Beautiful","Soul Survivor","fallback_left_shorter_or_equal"
"Jeff Deyo ? Anadara - The Bread Has Been Broken","Jeff Deyo ? Anadara","fallback_left_shorter_or_equal"
"Umobile Worship - Holy (Wedding Song) (Live)","Umobile Worship","fallback_left_shorter_or_equal"
"Bethel Music ? William Matthews - Hope's Anthem","Hope's Anthem","fallback_right_shorter"
"Israel & New Breed ? Onaje Jefferson - More And More (Live)","More And More (Live)","fallback_right_shorter"
"Israel Houghton - Hosanna (Be Lifted Higher)","Israel Houghton","fallback_left_shorter_or_equal"
"Bethel Music & Jeremy Riddle - Furious","Furious","fallback_right_shorter"
"Vertical Worship ? Meredith Andrews - God You Are My God (feat. Meredith Andrews) (Live)","Vertical Worship ? Meredith Andrews","fallback_left_shorter_or_equal"
"Vertical Worship ? Andi Rozier - Word of God (feat. Andi Rozier) (Live)","Vertical Worship ? Andi Rozier","fallback_left_shorter_or_equal"
"Vertical Worship ? Heather Headley - All Glory (feat. Heather Headley) (Live)","Vertical Worship ? Heather Headley","fallback_left_shorter_or_equal"
"Worship Central ? Ben Cantelon - Hallelujah (Live)","Hallelujah (Live)","fallback_right_shorter"
"Planetshakers - The Anthem (Full Song)","Planetshakers","fallback_left_shorter_or_equal"
"Elevation Worship - For The Honor","Elevation Worship","left_matches_ref"
"United Pursuit ? Will Reagan - Running In Circles (feat. Will Reagan)","United Pursuit ? Will Reagan","fallback_left_shorter_or_equal"
"Will Reagan - My Delight","My Delight","fallback_right_shorter"
"Gateway Worship ? Kari Jobe - O, the Blood (feat. Kari Jobe) (Live)","Gateway Worship ? Kari Jobe","fallback_left_shorter_or_equal"
"Gateway Worship - Stay Amazed [Live]","Gateway Worship","fallback_left_shorter_or_equal"
"Brad & Rebekah - Praise to the One","Brad & Rebekah","fallback_left_shorter_or_equal"
"Jonathan David Helser ? Melissa Helser - Empty My Soul","Empty My Soul","fallback_right_shorter"
"Jonathan David & Melissa Helser - On the Shores (Extended Version)","Jonathan David & Melissa Helser","left_matches_ref"
"Jonathan David & Melissa Helser - Wrecking Ball (Extended Version)","Jonathan David & Melissa Helser","left_matches_ref"
"Jonathan David & Melissa Helser - Just One (Extended Version)","Jonathan David & Melissa Helser","left_matches_ref"
"The Classic City Collective - No Greater Love","No Greater Love","fallback_right_shorter"
"All Sons & Daughters ? David Leonard - Great Are You Lord (Live)","Great Are You Lord (Live)","fallback_right_shorter"
"Antioch Music - The One We Want","Antioch Music","fallback_left_shorter_or_equal"
"Sojourn - All I Have Is Yours","Sojourn","fallback_left_shorter_or_equal"
"Sagu Worship - In All the Earth (Reprise)","Sagu Worship","fallback_left_shorter_or_equal"
"Sovereign Grace Music - Alive","Alive","fallback_right_shorter"
"Misty Edwards - All I Know (Live)","Misty Edwards","left_matches_ref"
"Misty Edwards - Dove's Eyes","Misty Edwards","left_matches_ref"
"Elevation Worship - Lift Us Out","Elevation Worship","left_matches_ref"
"Desperation Band - All to Him","Desperation Band","left_matches_ref"
"Skull Church - All My Heart","Skull Church","fallback_left_shorter_or_equal"
"Gateway Worship - How to Worship a King [Live]","Gateway Worship","fallback_left_shorter_or_equal"
"Elevation Worship - Open Up Our Eyes (Live)","Elevation Worship","left_matches_ref"
"Gateway Worship ? Thomas Miller ? Kari Jobe - Running","Running","fallback_right_shorter"
"Vicky Beeching - Glory to God Forever","Vicky Beeching","fallback_left_shorter_or_equal"
"Desperation Band - Light Up the World","Desperation Band","left_matches_ref"
"Gateway Worship ? Ryan Edgar ? Meg Everheart - You're Worth It All","You're Worth It All","fallback_right_shorter"
"Gateway Worship - I Hear the Lord Passing By","Gateway Worship","fallback_left_shorter_or_equal"
"Desperation Band - Magnified","Desperation Band","left_matches_ref"
"Gateway Worship ? Kari Jobe - You Are for Me (feat. Kari Jobe) (Live)","Gateway Worship ? Kari Jobe","fallback_left_shorter_or_equal"
"Elevation Worship - I Have Decided (Live)","Elevation Worship","left_matches_ref"
"The Harvest ? Tracy Minor - Lover of Your Presence (Live)","The Harvest ? Tracy Minor","fallback_left_shorter_or_equal"
"Hillsong Worship - Man of Sorrows (Live)","Hillsong Worship","left_matches_ref"
"Cultivation Generation ? Jesse Meyer ? Stephen Lampert ? The Neverclaim ? Vineyard Worship - Nothing Else","Nothing Else","fallback_right_shorter"
"Fike - Chosen","Fike","fallback_left_shorter_or_equal"
"Zac Hicks + Cherry Creek Worship - Firm and Unmoved Are They (Psalm 125) (feat. Hollis Moore)","Zac Hicks + Cherry Creek Worship","fallback_left_shorter_or_equal"
"Marie Barnett - Oh Lovely One","Marie Barnett","left_matches_ref"
"Free Chapel ? Israel Houghton ? Rory Comtois - At the Cross (Live)","At the Cross (Live)","fallback_right_shorter"
"Kristian Stanfill - Lord Almighty","Kristian Stanfill","left_matches_ref"
"Misty Edwards - Arms Wide Open (Live)","Misty Edwards","left_matches_ref"
"Elevation Worship - Let Go (Live)","Elevation Worship","left_matches_ref"
"Hillsong UNITED - Go","Hillsong UNITED","left_matches_ref"
"Hillsong UNITED - Go (Live)","Hillsong UNITED","left_matches_ref"
"Foursquare United Generation - Holy","Holy","fallback_right_shorter"
"Elevation Worship - Our King Has Come (Live)","Elevation Worship","left_matches_ref"
"Gateway Worship ? Kirsten Takape - My Everything","My Everything","fallback_right_shorter"
"Citizens ? Zach Bolen - Nothing but the Blood","Citizens ? Zach Bolen","fallback_left_shorter_or_equal"
"Kari Jobe - Forever (Live)","Kari Jobe","left_matches_ref"
"Marathon Church - God Be Praised (Live)","Marathon Church","fallback_left_shorter_or_equal"
"Gateway Worship ? Kari Jobe - O, the Blood (feat. Kari Jobe) (Live)","Gateway Worship ? Kari Jobe","fallback_left_shorter_or_equal"
"Passion ? Charlie Hall - All The Earth (Live)","All The Earth (Live)","fallback_right_shorter"
"Jesus Culture Band/Chris Quilala - Dance With Me","Dance With Me","fallback_right_shorter"
"Jesus Culture ? Kim Walker-Smith - Holy (Live)","Holy (Live)","fallback_right_shorter"
"Fearless BND - Power Of Your Love","Fearless BND","fallback_left_shorter_or_equal"
"Bethel Music & Brian Johnson - You Have Won Me","You Have Won Me","fallback_right_shorter"
"New Life Worship - My Savior Lives","My Savior Lives","fallback_right_shorter"
"Forerunner Music ? Jaye Thomas ? Cory Asbury - Shekinah (Live)","Shekinah (Live)","fallback_right_shorter"
"Bethel Music & Jenn Johnson - Come to Me","Come to Me","fallback_right_shorter"
"Bethel Music & Steffany Frizzell Gretzinger - You Know Me","You Know Me","fallback_right_shorter"
"Bethel Music & Jeremy Riddle - Fall Afresh","Fall Afresh","fallback_right_shorter"
"Bethel Music ? Matt Stinton - This Is What You Do","This Is What You Do","fallback_right_shorter"
"Frontline Worship - I Call You Jesus","I Call You Jesus","fallback_right_shorter"
"Israel & New Breed - I Call You Jesus (Live)","Israel & New Breed","left_matches_ref"
"Bethel Music & Amanda Cook - You Make Me Brave (Live)","You Make Me Brave (Live)","fallback_right_shorter"
"Jonny Lang - That Great Day","Jonny Lang","fallback_left_shorter_or_equal"
"Darlene Zschech - In Jesus' Name (Live)","Darlene Zschech","fallback_left_shorter_or_equal"
"Hillsong Young & Free ? Aodh?n King - Sinking Deep (Live)","Sinking Deep (Live)","fallback_right_shorter"
"Hillsong Worship ? Hannah Hobbs - Thank You Jesus","Thank You Jesus","fallback_right_shorter"
"Marathon Church - Your Great Name (Live)","Marathon Church","fallback_left_shorter_or_equal"
"Marathon Church - The Voice (Live)","Marathon Church","fallback_left_shorter_or_equal"
"Hillsong Worship ? Matt Crocker - I Surrender (Live)","I Surrender (Live)","fallback_right_shorter"
"Eddie James - Freedom","Eddie James","left_matches_ref"
"Eddie James - I'm Addicted","Eddie James","left_matches_ref"
"New Life Worship ? Integrity's Hosanna! Music ? Desperation Band ? Ross Parsley - Yahweh (Live)","Yahweh (Live)","fallback_right_shorter"
"Kari Jobe - Only Your Love (Live)","Kari Jobe","left_matches_ref"
"Chris Tomlin - Jesus Loves Me","Chris Tomlin","left_matches_ref"
"Martin Smith ? Sarah Bird - Waiting Here For You (feat. Sarah Bird)","Martin Smith ? Sarah Bird","fallback_left_shorter_or_equal"
"Chris Tomlin - I Will Rise","Chris Tomlin","left_matches_ref"
"Aaron Keyes - Dwell","Aaron Keyes","left_matches_ref"
"Vertical Worship - He Has Won","He Has Won","fallback_right_shorter"
"Chris Tomlin - Almighty","Chris Tomlin","left_matches_ref"
"Hillsong Young & Free ? Aodh?n King - In Sync (Live)","In Sync (Live)","fallback_right_shorter"
"Rend Collective - Alabaster","Alabaster","fallback_right_shorter"
"Jesus Pursuit Church - I Am (feat. Angela Pinkston)","Jesus Pursuit Church","fallback_left_shorter_or_equal"
"Hillsong UNITED - Oceans (Where Feet May Fail) (Radio Version)","Hillsong UNITED","left_matches_ref"
"Big Daddy Weave - Overwhelmed","Big Daddy Weave","left_matches_ref"
"Michael W. Smith - Rise","Michael W. Smith","left_matches_ref"
"Elevation Worship - We Rejoice","Elevation Worship","left_matches_ref"
"Starfield - Filled With Your Glory","Starfield","fallback_left_shorter_or_equal"
"Maranatha! Praise Band - Jesus Messiah","Jesus Messiah","fallback_right_shorter"
"Hillsong Young & Free ? Melodie Wagner - The Stand","The Stand","fallback_right_shorter"
"Michaela McLaird - Gave It All","Gave It All","fallback_right_shorter"
"Elevation Worship - Only King Forever","Elevation Worship","left_matches_ref"
"William McDowell ? Danny Gokey - Sovereign God","Sovereign God","fallback_right_shorter"
"Integrity's Hosanna! Music ? Covenant Worship ? Nicole Binion ? Israel Houghton - Risen (Live)","Risen (Live)","fallback_right_shorter"
"Bethel Music & Amanda Cook - Shepherd (Live)","Shepherd (Live)","fallback_right_shorter"
"Elevation Worship - Jesus I Come","Elevation Worship","left_matches_ref"
"Elevation Worship - Greater","Elevation Worship","left_matches_ref"
"Heaven and Earth - Hillsong Worship","Hillsong Worship","right_matches_ref"
"Elevation Worship - Ever Glorious","Elevation Worship","left_matches_ref"
"Elevation Worship - Unstoppable God","Elevation Worship","left_matches_ref"
"Elevation Worship - The King Is Among Us","Elevation Worship","left_matches_ref"
"Housefires - Rise","Housefires","left_matches_ref"
"Housefires - Heaven Is All Around Us","Housefires","left_matches_ref"
"Housefires - Never Run Dry","Housefires","left_matches_ref"
"Housefires - Great Is the Lord","Housefires","left_matches_ref"
"Housefires - One Thing","Housefires","left_matches_ref"
"Housefires - Joy","Housefires","left_matches_ref"
"Housefires - Come to the River","Housefires","left_matches_ref"
"Housefires - Let the Peace","Housefires","left_matches_ref"
"Jaye Thomas ? The Cry - We Love Your Name (Live) (feat. the Cry)","Jaye Thomas ? The Cry","fallback_left_shorter_or_equal"
"Jesus Culture ? Kim Walker-Smith - Rooftops (Live)","Rooftops (Live)","fallback_right_shorter"
"Jesus Culture ? Kim Walker-Smith - You Are My Passion (Live)","You Are My Passion (Live)","fallback_right_shorter"
"Scott Blackwell - Hallelujah","Hallelujah","fallback_right_shorter"
"Hillsong Young & Free ? Alexander Pappas ? Melodie Wagner - This Is Living (Acoustic)","This Is Living (Acoustic)","fallback_right_shorter"
"LZ7 - Irreversible","LZ7","fallback_left_shorter_or_equal"
"Press Play - Top Of The World","Press Play","fallback_left_shorter_or_equal"
"Citipointe Worship - Making Your Praise Public (Live)","Citipointe Worship","fallback_left_shorter_or_equal"
"Citipointe Worship - Commission My Soul (Live)","Citipointe Worship","fallback_left_shorter_or_equal"
"Trevor Walker - Awaken","Awaken","fallback_right_shorter"
"North Point Worship ? Todd Fields ? Candi Pearson Shelton - Almighty God (Live)","Almighty God (Live)","fallback_right_shorter"
"Nick Thurmond - Speechless","Speechless","fallback_right_shorter"
"North Point Worship ? Casey Darnell - When The Waters Rise (Live)","When The Waters Rise (Live)","fallback_right_shorter"
"Tim Hughes - When the Tears Fall","Tim Hughes","fallback_left_shorter_or_equal"
"Kari Jobe - Always Enough (Live)","Kari Jobe","left_matches_ref"
"Hillsong Worship - This I Believe (The Creed)","Hillsong Worship","left_matches_ref"
"Lauren Daigle - How Can It Be","Lauren Daigle","left_matches_ref"
"Jenn Johnson, Brian Johnson & Bethel Music - For The Cross","For The Cross","fallback_right_shorter"
"Bethel Music & Jeremy Riddle - Breaking Through","Breaking Through","fallback_right_shorter"
"Generation Unleashed - Saving Power (Live)","Generation Unleashed","left_matches_ref"
"Destination Worship - Here I Am","Here I Am","fallback_right_shorter"
"Jason Upton - In Your Presence (Live)","Jason Upton","left_matches_ref"
"Bethel Music & Steffany Frizzell Gretzinger - We Dance (Live)","We Dance (Live)","fallback_right_shorter"
"Liberty Campus Band - Only Boast","Only Boast","fallback_right_shorter"
"Brian Houston - Sing Sing Sing Sing","Brian Houston","fallback_left_shorter_or_equal"
"The Museum - Allelujah","Allelujah","fallback_right_shorter"
"Bellarive - Calling On Fire","Bellarive","left_matches_ref"
"Bellarive - I Belong To You","Bellarive","left_matches_ref"
"Bellarive - Bring Us Back","Bellarive","left_matches_ref"
"Bellarive - Chains","Bellarive","left_matches_ref"
"Chris McClarney - Holy Moment (Live)","Chris McClarney","left_matches_ref"
"Chris McClarney - All Consuming Fire (Live)","Chris McClarney","left_matches_ref"
"Chris McClarney - God Of Miracles (Live)","Chris McClarney","left_matches_ref"
"Bryan & Katie Torwalt - He Is Faithful","Bryan & Katie Torwalt","left_matches_ref"
"New Hope Oahu - Grace Like Rain","New Hope Oahu","fallback_left_shorter_or_equal"
"Eddie James ? Jayna Cullens ? Micayla Burnes - Fire","Fire","fallback_right_shorter"
"Crowder - Lift Your Head Weary Sinner (Chains)","Crowder","left_matches_ref"
"Shane & Shane - Yearn","Yearn","fallback_right_shorter"
"All Sons & Daughters ? Leslie Jordan ? David Leonard - Rising Sun (Live)","Rising Sun (Live)","fallback_right_shorter"
"Elevation Worship - For the Lamb","Elevation Worship","left_matches_ref"
"Highlands Worship - Place of Freedom","Highlands Worship","left_matches_ref"
"Aaron Gillespie ? Cody Jay Carnes ? Anita Jillian Edwards - All He Says I Am","All He Says I Am","fallback_right_shorter"
"Chris Tomlin - Good Good Father","Chris Tomlin","left_matches_ref"
"Fearless BND - Never Look Back","Fearless BND","fallback_left_shorter_or_equal"
"Israel & New Breed - In Jesus Name","Israel & New Breed","left_matches_ref"
"Israel & New Breed ? BJ Putnam - Our God Reigns","Our God Reigns","fallback_right_shorter"
"Israel & New Breed - One Thing Remains (Deluxe)","Israel & New Breed","left_matches_ref"
"Fred Hammond - Lord of The Harvest","Fred Hammond","left_matches_ref"
"Bethel Music & Jonathan David & Melissa Helser - No Longer Slaves","No Longer Slaves","fallback_right_shorter"
"Hillsong UNITED ? TAYA - Touch The Sky","Touch The Sky","fallback_right_shorter"
"The Digital Age - Break Every Chain","The Digital Age","fallback_left_shorter_or_equal"
"Fresh Life Worship - Oxygen","Oxygen","fallback_right_shorter"
"Fresh Life Worship - Come Alive","Come Alive","fallback_right_shorter"
"Bryan & Katie Torwalt - When You Walk Into The Room","Bryan & Katie Torwalt","left_matches_ref"
"Hillsong UNITED ? David Ware - Rhythms of Grace","Rhythms of Grace","fallback_right_shorter"
"Seventh Day Slumber ? Reuben Morgan ? Ben Fielding - Stronger","Stronger","fallback_right_shorter"
"Bethel Music & Steffany Gretzinger - Be Still","Be Still","fallback_right_shorter"
"Destination Worship - Chaos (This Is Our God)","Destination Worship","fallback_left_shorter_or_equal"
"Seventh Day Slumber ? Joseph Patrick Martin Barrett ? Aaron Keyes ? James Matthew Redman ? Phillips Benjamin Smith - I Am Not the Same","I Am Not the Same","fallback_right_shorter"
"Kari Jobe - Hands To The Heavens (Live)","Kari Jobe","left_matches_ref"
"Bethel Music & Brian Johnson - We Will Not Be Shaken","We Will Not Be Shaken","fallback_right_shorter"
"Lincoln Brewster - There Is Power","There Is Power","fallback_right_shorter"
"Casting Crowns - Just Be Held","Casting Crowns","left_matches_ref"
"Jeremy Riddle - Sweetly Broken","Jeremy Riddle","left_matches_ref"
"Hillsong UNITED ? Joel Houston ? Matt Crocker - Street Called Mercy","Street Called Mercy","fallback_right_shorter"
"Chris McClarney - Everything And Nothing Less (Live)","Chris McClarney","left_matches_ref"
"Brian Johnson - We Cry Out","Brian Johnson","left_matches_ref"
"LIFE Worship - We Believe (Live)","LIFE Worship","left_matches_ref"
"Lou Fellingham - Wholly Yours","Lou Fellingham","left_matches_ref"
"Rend Collective - Boldly I Approach (The Art of Celebration)","Rend Collective","fallback_left_shorter_or_equal"
"Jesus Culture ? Melissa How - Holding Nothing Back (Live)","Jesus Culture ? Melissa How","fallback_left_shorter_or_equal"
"Jesus Culture ? Chris Quilala - No Other Like You (We Will Exalt You) (Live)","Jesus Culture ? Chris Quilala","fallback_left_shorter_or_equal"
"Kutless ? Nicholas DePartee ? Dave Lubben - In the City","In the City","fallback_right_shorter"
"BridgeCity - Create In Me","BridgeCity","fallback_left_shorter_or_equal"
"BridgeCity - Light A Fire","BridgeCity","fallback_left_shorter_or_equal"
"BridgeCity - How We Need You Father","BridgeCity","fallback_left_shorter_or_equal"
"Ethos Church - Nothing I Hold onto (feat. Will Shinnick)","Ethos Church","fallback_left_shorter_or_equal"
"Jesus Culture ? Chris Quilala - Fierce (Live)","Fierce (Live)","fallback_right_shorter"
"Jesus Culture ? Chris Quilala - Let It Echo (Heaven Fall) (Live)","Jesus Culture ? Chris Quilala","fallback_left_shorter_or_equal"
"Jesus Culture ? Bryan Torwalt - God With Us (Live)","God With Us (Live)","fallback_right_shorter"
"Jesus Culture ? Chris McClarney - Everything And Nothing Less (Live)","Jesus Culture ? Chris McClarney","fallback_left_shorter_or_equal"
"Kari Jobe - Let The Heavens Open (Live)","Kari Jobe","left_matches_ref"
"Hillsong Worship - Love On The Line","Hillsong Worship","left_matches_ref"
"Hillsong UNITED ? Jad Gillies - Heart Like Heaven","Heart Like Heaven","fallback_right_shorter"
"Planetshakers - Now And Forever","Planetshakers","fallback_left_shorter_or_equal"
"Hillsong Young & Free ? Alexander Pappas - When the Fight Calls (Live)","When the Fight Calls (Live)","fallback_right_shorter"
"for KING & COUNTRY - From the Inside Out","for KING & COUNTRY","left_matches_ref"
"Bethel Music ? Jenn Johnson - God I Look to You","God I Look to You","fallback_right_shorter"
"SisterBrother - We Are Redeemed","SisterBrother","fallback_left_shorter_or_equal"
"Anthony Skinner - Forever and A Day","Anthony Skinner","left_matches_ref"
"Anthony Skinner - Beauty for Ashes","Anthony Skinner","left_matches_ref"
"Citipointe Worship ? Aaron Lucas - Once And For All (Live)","Once And For All (Live)","fallback_right_shorter"
"Jesus Culture ? Melissa How - Holding Nothing Back (Live)","Jesus Culture ? Melissa How","fallback_left_shorter_or_equal"
"Hillsong Worship - Beneath The Waters (I Will Rise)","Hillsong Worship","left_matches_ref"
"Phil Wickham ? Travis Ryan - My All in All","My All in All","fallback_right_shorter"
"Aaron Gillespie - Came To My Rescue (Live)","Aaron Gillespie","left_matches_ref"
"Kings Kaleidoscope ? Chadwick William Gardner - Fix My Eyes","Fix My Eyes","fallback_right_shorter"
"Chris Renzema & Moriah Hazeltine - You're the Only One","You're the Only One","fallback_right_shorter"
"Daniel Bashta - I Will Sing","Daniel Bashta","left_matches_ref"
"Red Rocks Worship - All I Want","All I Want","fallback_right_shorter"
"Travis Ryan - You Hold It All (Live)","Travis Ryan","fallback_left_shorter_or_equal"
"Travis Ryan - Until My Voice Is Gone (Live)","Travis Ryan","fallback_left_shorter_or_equal"
"Kristene DiMarco - I Will Follow You (Live)","Kristene DiMarco","left_matches_ref"
"Brett Younker - King Forever (Acoustic)","Brett Younker","left_matches_ref"
"Bellarive - Heartbeat","Bellarive","left_matches_ref"
"Brett Younker - Yes to You (Acoustic)","Brett Younker","left_matches_ref"
"Leeland - All-Consuming Fire (Live)","Leeland","left_matches_ref"
"Elevation Worship - Fortress","Elevation Worship","left_matches_ref"
"Nick Thurmond - An Honest Prayer","Nick Thurmond","fallback_left_shorter_or_equal"
"Casey Darnell - Our Great God","Casey Darnell","left_matches_ref"
"Cindy Cruse Ratcliff - Something Greater","Something Greater","fallback_right_shorter"
"Covenant Worship - Can't Stop Singing (Live)","Covenant Worship","left_matches_ref"
"Corey Voss - How Great","How Great","fallback_right_shorter"
"Passion ? Chris Tomlin - Even So Come (Live)","Even So Come (Live)","fallback_right_shorter"
"Chris McClarney - Thirsty (Live)","Chris McClarney","left_matches_ref"
"Bethel Music ? Kalley Heiligenthal - Spirit Move","Spirit Move","fallback_right_shorter"
"Bethel Music ? William Matthews - Glory to Glory","Glory to Glory","fallback_right_shorter"
"Justin Rizzo - Tree","Justin Rizzo","left_matches_ref"
"Sean Feucht - Make Me a Lover (Norway)","Sean Feucht","fallback_left_shorter_or_equal"
"Rita Springer - O God Of Mine","Rita Springer","fallback_left_shorter_or_equal"
"Shane Everett - Undying Love","Undying Love","fallback_right_shorter"
"Will Reagan & United Pursuit - We Have Come (Live)","We Have Come (Live)","fallback_right_shorter"
"Christ For The Nations Worship ? Lauren Farmer ? Benson Eapen - With All My Heart (Live)","With All My Heart (Live)","fallback_right_shorter"
"Rick Pino - Gorgeous Face","Rick Pino","fallback_left_shorter_or_equal"
"Desperation Band ? Jon Egan - Make a Way (Live)","Make a Way (Live)","fallback_right_shorter"
"Audrey Assad - I Shall Not Want","Audrey Assad","left_matches_ref"
"Bethel Music & Kim Walker Smith - I Need You More","I Need You More","fallback_right_shorter"
"Vertical Worship - Call on the Name","Vertical Worship","fallback_left_shorter_or_equal"
"Jake Hamilton - The Anthem","Jake Hamilton","left_matches_ref"
"Jesus Culture Band/Kim Walker-Smith - Holy Spirit","Holy Spirit","fallback_right_shorter"
"Kim Walker-Smith - Still Believe","Kim Walker-Smith","left_matches_ref"
"Kim Walker-Smith - I Asked You For Life","Kim Walker-Smith","left_matches_ref"
"Freedom Church - Love Like This","Freedom Church","fallback_left_shorter_or_equal"
"Jesus Culture ? Chris Quilala - Miracles (Studio Version)","Miracles (Studio Version)","fallback_right_shorter"
"Vertical Worship - Let Everything (Live)","Vertical Worship","fallback_left_shorter_or_equal"
"Chris Tomlin - Jesus","Chris Tomlin","both_match_ref_left_default"
"Jesus Culture ? Chris Quilala - Miracles (Live)","Miracles (Live)","fallback_right_shorter"
"Crowder - My Victory","Crowder","left_matches_ref"
"Frontline Music - High + Humble King (feat. Hilary Burkhart)","Frontline Music","fallback_left_shorter_or_equal"
"Gateway Youth - You See Me","You See Me","fallback_right_shorter"
"Gateway Youth - Only One","Only One","fallback_right_shorter"
"Elevation Worship - Look How He Lifted Me","Elevation Worship","left_matches_ref"
"Celebration Worship - We Will Seek You","We Will Seek You","fallback_right_shorter"
"Jesus Culture Band/Chris Quilala - I Was Made To Worship You","I Was Made To Worship You","fallback_right_shorter"
"Elevation Worship - The Church","Elevation Worship","left_matches_ref"
"Forerunner Music ? Jaye Thomas ? Cory Asbury - Shekinah (Live)","Shekinah (Live)","fallback_right_shorter"
"Hillsong Worship ? David Ware - Love Knows No End (Live)","Love Knows No End (Live)","fallback_right_shorter"
"Bethel Music & Brian Johnson - For The Sake Of The World","For The Sake Of The World","fallback_right_shorter"
"The Royal Royal - Praise Him","Praise Him","fallback_right_shorter"
"Passion ? Chris Tomlin - All My Fountains (Live)","Passion ? Chris Tomlin","fallback_left_shorter_or_equal"
"Bethel Music ? Amanda Lindsey Cook - I Will Exalt","I Will Exalt","fallback_right_shorter"
"Leeland - Where You Are (Live)","Leeland","left_matches_ref"
"Rich Dicas & KXC - Kingdom Come (Lift Up Your Heads)","Rich Dicas & KXC","fallback_left_shorter_or_equal"
"The Worship Initiative and Shane & Shane - Good Good Father","Good Good Father","fallback_right_shorter"
"The Worship Initiative and Shane & Shane - Holy Spirit","Holy Spirit","fallback_right_shorter"
"Jordan & Kristin Rippy - Come Like the Wind","Come Like the Wind","fallback_right_shorter"
"Rend Collective - Every Giant Will Fall","Rend Collective","fallback_left_shorter_or_equal"
"Elevation Worship - O Come to the Altar (Live)","Elevation Worship","left_matches_ref"
"Elevation Worship - Here as in Heaven","Elevation Worship","left_matches_ref"
"The Outsiders - You Are Here (Studio Version)","The Outsiders","fallback_left_shorter_or_equal"
"The Outsiders - The Highest","The Highest","fallback_right_shorter"
"The Outsiders - In Awe","In Awe","fallback_right_shorter"
"The Outsiders - I Belong to You","The Outsiders","fallback_left_shorter_or_equal"
"Anthem Lights - Good Good Father","Anthem Lights","left_matches_ref"
"River Valley Worship ? Ryan Williams ? KK Strasburg - I Am Healed","I Am Healed","fallback_right_shorter"
"United Pursuit - Since Your Love (Live) (feat. Brandon Hampton)","United Pursuit","fallback_left_shorter_or_equal"
"Red Rocks Worship - Fill This Place","Fill This Place","fallback_right_shorter"
"NewSpring Worship - Our Great God","Our Great God","fallback_right_shorter"
